BGC	Accession	Description	Product	BiG_SCAPE	Organism	Taxonomy
Pful_bac_bin118~Pful_metagenome_contig_070843.region001	Pful_metagenome_contig_070843	Pful_metagenome_contig_070843	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin119~Pful_metagenome_contig_046882.region001	Pful_metagenome_contig_046882	Pful_metagenome_contig_046882	ranthipeptide	RiPPs		
Pful_bac_bin121~Pful_metagenome_contig_000066.region001	Pful_metagenome_contig_000066	Pful_metagenome_contig_000066	betalactone.NRPS	Others		
Pful_bac_bin121~Pful_metagenome_contig_000066.region002	Pful_metagenome_contig_000066	Pful_metagenome_contig_000066	ranthipeptide	RiPPs		
Pful_bac_bin122~Pful_metagenome_contig_009592.region001	Pful_metagenome_contig_009592	Pful_metagenome_contig_009592	ranthipeptide	RiPPs		
Pful_bac_bin122~Pful_metagenome_contig_055814.region001	Pful_metagenome_contig_055814	Pful_metagenome_contig_055814	betalactone	Others		
Pful_bac_bin123~Pful_metagenome_contig_007207.region001	Pful_metagenome_contig_007207	Pful_metagenome_contig_007207	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin123~Pful_metagenome_contig_011337.region001	Pful_metagenome_contig_011337	Pful_metagenome_contig_011337	RiPP-like	RiPPs		
Pful_bac_bin123~Pful_metagenome_contig_011337.region002	Pful_metagenome_contig_011337	Pful_metagenome_contig_011337	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin123~Pful_metagenome_contig_012963.region001	Pful_metagenome_contig_012963	Pful_metagenome_contig_012963	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin123~Pful_metagenome_contig_158169.region001	Pful_metagenome_contig_158169	Pful_metagenome_contig_158169	NRPS	NRPS		
Pful_bac_bin124~Pful_metagenome_contig_002052.region001	Pful_metagenome_contig_002052	Pful_metagenome_contig_002052	betalactone	Others		
Pful_bac_bin126~Pful_metagenome_contig_029067.region001	Pful_metagenome_contig_029067	Pful_metagenome_contig_029067	RiPP-like	RiPPs		
Pful_bac_bin127~Pful_metagenome_contig_000217.region001	Pful_metagenome_contig_000217	Pful_metagenome_contig_000217	betalactone	Others		
Pful_bac_bin127~Pful_metagenome_contig_000217.region002	Pful_metagenome_contig_000217	Pful_metagenome_contig_000217	NRPS	NRPS		
Pful_bac_bin127~Pful_metagenome_contig_000217.region003	Pful_metagenome_contig_000217	Pful_metagenome_contig_000217	RiPP-like	RiPPs		
Pful_bac_bin127~Pful_metagenome_contig_001729.region001	Pful_metagenome_contig_001729	Pful_metagenome_contig_001729	ranthipeptide	RiPPs		
Pful_bac_bin128~Pful_metagenome_contig_002167.region001	Pful_metagenome_contig_002167	Pful_metagenome_contig_002167	RiPP-like	RiPPs		
Pful_bac_bin128~Pful_metagenome_contig_026740.region001	Pful_metagenome_contig_026740	Pful_metagenome_contig_026740	ranthipeptide	RiPPs		
Pful_bac_bin129~Pful_metagenome_contig_003001.region001	Pful_metagenome_contig_003001	Pful_metagenome_contig_003001	NRPS	NRPS		
Pful_bac_bin130~Pful_metagenome_contig_000742.region001	Pful_metagenome_contig_000742	Pful_metagenome_contig_000742	ranthipeptide	RiPPs		
Pful_bac_bin130~Pful_metagenome_contig_004864.region001	Pful_metagenome_contig_004864	Pful_metagenome_contig_004864	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin130~Pful_metagenome_contig_005122.region001	Pful_metagenome_contig_005122	Pful_metagenome_contig_005122	RiPP-like	RiPPs		
Pful_bac_bin130~Pful_metagenome_contig_012443.region001	Pful_metagenome_contig_012443	Pful_metagenome_contig_012443	RiPP-like	RiPPs		
Pful_bac_bin131~Pful_metagenome_contig_002676.region001	Pful_metagenome_contig_002676	Pful_metagenome_contig_002676	ranthipeptide	RiPPs		
Pful_bac_bin132~Pful_metagenome_contig_001210.region001	Pful_metagenome_contig_001210	Pful_metagenome_contig_001210	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin132~Pful_metagenome_contig_001210.region002	Pful_metagenome_contig_001210	Pful_metagenome_contig_001210	RRE-containing	RiPPs		
Pful_bac_bin132~Pful_metagenome_contig_004876.region001	Pful_metagenome_contig_004876	Pful_metagenome_contig_004876	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin132~Pful_metagenome_contig_011123.region001	Pful_metagenome_contig_011123	Pful_metagenome_contig_011123	ranthipeptide	RiPPs		
Pful_bac_bin132~Pful_metagenome_contig_067004.region001	Pful_metagenome_contig_067004	Pful_metagenome_contig_067004	RRE-containing	RiPPs		
Pful_bac_bin133~Pful_metagenome_contig_066513.region001	Pful_metagenome_contig_066513	Pful_metagenome_contig_066513	NRPS	NRPS		
Pful_bac_bin133~Pful_metagenome_contig_192934.region001	Pful_metagenome_contig_192934	Pful_metagenome_contig_192934	NRPS	NRPS		
Pful_bac_bin134~Pful_metagenome_contig_000500.region001	Pful_metagenome_contig_000500	Pful_metagenome_contig_000500	ranthipeptide	RiPPs		
Pful_bac_bin134~Pful_metagenome_contig_000638.region001	Pful_metagenome_contig_000638	Pful_metagenome_contig_000638	ranthipeptide	RiPPs		
Pful_bac_bin138~Pful_metagenome_contig_000059.region001	Pful_metagenome_contig_000059	Pful_metagenome_contig_000059	T3PKS	PKSother		
Pful_bac_bin138~Pful_metagenome_contig_000059.region002	Pful_metagenome_contig_000059	Pful_metagenome_contig_000059	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin138~Pful_metagenome_contig_000059.region003	Pful_metagenome_contig_000059	Pful_metagenome_contig_000059	RiPP-like	RiPPs		
Pful_bac_bin139~Pful_metagenome_contig_000286.region001	Pful_metagenome_contig_000286	Pful_metagenome_contig_000286	T3PKS	PKSother		
Pful_bac_bin139~Pful_metagenome_contig_000718.region001	Pful_metagenome_contig_000718	Pful_metagenome_contig_000718	RRE-containing	RiPPs		
Pful_bac_bin142~Pful_metagenome_contig_000295.region001	Pful_metagenome_contig_000295	Pful_metagenome_contig_000295	T3PKS	PKSother		
Pful_bac_bin142~Pful_metagenome_contig_000841.region001	Pful_metagenome_contig_000841	Pful_metagenome_contig_000841	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin142~Pful_metagenome_contig_001994.region001	Pful_metagenome_contig_001994	Pful_metagenome_contig_001994	RiPP-like	RiPPs		
Pful_bac_bin142~Pful_metagenome_contig_004389.region001	Pful_metagenome_contig_004389	Pful_metagenome_contig_004389	terpene	Terpene		
Pful_bac_bin144~Pful_metagenome_contig_001139.region001	Pful_metagenome_contig_001139	Pful_metagenome_contig_001139	T3PKS	PKSother		
Pful_bac_bin144~Pful_metagenome_contig_001620.region001	Pful_metagenome_contig_001620	Pful_metagenome_contig_001620	lanthipeptide-class-i	RiPPs		
Pful_bac_bin145~Pful_metagenome_contig_000418.region001	Pful_metagenome_contig_000418	Pful_metagenome_contig_000418	T3PKS	PKSother		
Pful_bac_bin146~Pful_metagenome_contig_004000.region001	Pful_metagenome_contig_004000	Pful_metagenome_contig_004000	T3PKS	PKSother		
Pful_bac_bin147~Pful_metagenome_contig_000550.region001	Pful_metagenome_contig_000550	Pful_metagenome_contig_000550	T3PKS	PKSother		
Pful_bac_bin148~Pful_metagenome_contig_000161.region001	Pful_metagenome_contig_000161	Pful_metagenome_contig_000161	T3PKS	PKSother		
Pful_bac_bin148~Pful_metagenome_contig_007141.region001	Pful_metagenome_contig_007141	Pful_metagenome_contig_007141	RiPP-like	RiPPs		
Pful_bac_bin148~Pful_metagenome_contig_020363.region001	Pful_metagenome_contig_020363	Pful_metagenome_contig_020363	lanthipeptide-class-i	RiPPs		
Pful_bac_bin148~Pful_metagenome_contig_060773.region001	Pful_metagenome_contig_060773	Pful_metagenome_contig_060773	RiPP-like	RiPPs		
Pful_bac_bin149~Pful_metagenome_contig_004546.region001	Pful_metagenome_contig_004546	Pful_metagenome_contig_004546	T3PKS	PKSother		
Pful_bac_bin150~Pful_metagenome_contig_000570.region001	Pful_metagenome_contig_000570	Pful_metagenome_contig_000570	arylpolyene	Others		
Pful_bac_bin151~Pful_metagenome_contig_001818.region001	Pful_metagenome_contig_001818	Pful_metagenome_contig_001818	T3PKS	PKSother		
Pful_bac_bin153~Pful_metagenome_contig_000386.region001	Pful_metagenome_contig_000386	Pful_metagenome_contig_000386	T3PKS	PKSother		
Pful_bac_bin155~Pful_metagenome_contig_000074.region001	Pful_metagenome_contig_000074	Pful_metagenome_contig_000074	ranthipeptide	RiPPs		
Pful_bac_bin155~Pful_metagenome_contig_000074.region002	Pful_metagenome_contig_000074	Pful_metagenome_contig_000074	RiPP-like	RiPPs		
Pful_bac_bin156~Pful_metagenome_contig_005143.region001	Pful_metagenome_contig_005143	Pful_metagenome_contig_005143	ranthipeptide	RiPPs		
Pful_bac_bin157~Pful_metagenome_contig_007496.region001	Pful_metagenome_contig_007496	Pful_metagenome_contig_007496	ranthipeptide	RiPPs		
Pful_bac_bin157~Pful_metagenome_contig_165085.region001	Pful_metagenome_contig_165085	Pful_metagenome_contig_165085	RiPP-like	RiPPs		
Pful_bac_bin158~Pful_metagenome_contig_035242.region001	Pful_metagenome_contig_035242	Pful_metagenome_contig_035242	RRE-containing	RiPPs		
Pful_bac_bin161~Pful_metagenome_contig_000051.region001	Pful_metagenome_contig_000051	Pful_metagenome_contig_000051	NRPS-like	NRPS		
Pful_bac_bin162~Pful_metagenome_contig_001874.region001	Pful_metagenome_contig_001874	Pful_metagenome_contig_001874	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin162~Pful_metagenome_contig_004426.region001	Pful_metagenome_contig_004426	Pful_metagenome_contig_004426	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin163~Pful_metagenome_contig_000004.region001	Pful_metagenome_contig_000004	Pful_metagenome_contig_000004	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin163~Pful_metagenome_contig_000004.region002	Pful_metagenome_contig_000004	Pful_metagenome_contig_000004	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin163~Pful_metagenome_contig_000004.region003	Pful_metagenome_contig_000004	Pful_metagenome_contig_000004	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin163~Pful_metagenome_contig_000004.region004	Pful_metagenome_contig_000004	Pful_metagenome_contig_000004	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin163~Pful_metagenome_contig_000004.region005	Pful_metagenome_contig_000004	Pful_metagenome_contig_000004	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin163~Pful_metagenome_contig_000004.region006	Pful_metagenome_contig_000004	Pful_metagenome_contig_000004	NRPS	NRPS		
Pful_bac_bin164~Pful_metagenome_contig_000226.region001	Pful_metagenome_contig_000226	Pful_metagenome_contig_000226	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin164~Pful_metagenome_contig_000691.region001	Pful_metagenome_contig_000691	Pful_metagenome_contig_000691	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin164~Pful_metagenome_contig_000908.region001	Pful_metagenome_contig_000908	Pful_metagenome_contig_000908	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin166~Pful_metagenome_contig_000140.region001	Pful_metagenome_contig_000140	Pful_metagenome_contig_000140	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin167~Pful_metagenome_contig_002621.region001	Pful_metagenome_contig_002621	Pful_metagenome_contig_002621	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin168~Pful_metagenome_contig_000058.region001	Pful_metagenome_contig_000058	Pful_metagenome_contig_000058	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin168~Pful_metagenome_contig_000058.region002	Pful_metagenome_contig_000058	Pful_metagenome_contig_000058	RiPP-like	RiPPs		
Pful_bac_bin168~Pful_metagenome_contig_000521.region001	Pful_metagenome_contig_000521	Pful_metagenome_contig_000521	RRE-containing	RiPPs		
Pful_bac_bin168~Pful_metagenome_contig_003953.region001	Pful_metagenome_contig_003953	Pful_metagenome_contig_003953	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin168~Pful_metagenome_contig_007467.region001	Pful_metagenome_contig_007467	Pful_metagenome_contig_007467	RiPP-like	RiPPs		
Pful_bac_bin169~Pful_metagenome_contig_000164.region001	Pful_metagenome_contig_000164	Pful_metagenome_contig_000164	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin169~Pful_metagenome_contig_009959.region001	Pful_metagenome_contig_009959	Pful_metagenome_contig_009959	RiPP-like	RiPPs		
Pful_bac_bin170~Pful_metagenome_contig_001541.region001	Pful_metagenome_contig_001541	Pful_metagenome_contig_001541	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin170~Pful_metagenome_contig_156494.region001	Pful_metagenome_contig_156494	Pful_metagenome_contig_156494	NRPS	NRPS		
Pful_bac_bin172~Pful_metagenome_contig_000072.region001	Pful_metagenome_contig_000072	Pful_metagenome_contig_000072	RiPP-like	RiPPs		
Pful_bac_bin172~Pful_metagenome_contig_000072.region002	Pful_metagenome_contig_000072	Pful_metagenome_contig_000072	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin175~Pful_metagenome_contig_000117.region001	Pful_metagenome_contig_000117	Pful_metagenome_contig_000117	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin176~Pful_metagenome_contig_000087.region001	Pful_metagenome_contig_000087	Pful_metagenome_contig_000087	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin177~Pful_metagenome_contig_003011.region001	Pful_metagenome_contig_003011	Pful_metagenome_contig_003011	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin178~Pful_metagenome_contig_003881.region001	Pful_metagenome_contig_003881	Pful_metagenome_contig_003881	cyclic-lactone-autoinducer	RiPPs		
Pful_bac_bin180~Pful_metagenome_contig_000381.region001	Pful_metagenome_contig_000381	Pful_metagenome_contig_000381	NRPS-like	NRPS		
Pful_bac_bin181~Pful_metagenome_contig_000243.region001	Pful_metagenome_contig_000243	Pful_metagenome_contig_000243	hglE-KS	PKSother		
Pful_bac_bin181~Pful_metagenome_contig_000328.region001	Pful_metagenome_contig_000328	Pful_metagenome_contig_000328	lanthipeptide-class-i	RiPPs		
Pful_bac_bin181~Pful_metagenome_contig_000328.region002	Pful_metagenome_contig_000328	Pful_metagenome_contig_000328	terpene	Terpene		
Pful_bac_bin185~Pful_metagenome_contig_004131.region001	Pful_metagenome_contig_004131	Pful_metagenome_contig_004131	RRE-containing	RiPPs		
Pful_bac_bin185~Pful_metagenome_contig_004505.region001	Pful_metagenome_contig_004505	Pful_metagenome_contig_004505	lanthipeptide-class-i	RiPPs		
Pful_bac_bin186~Pful_metagenome_contig_002481.region001	Pful_metagenome_contig_002481	Pful_metagenome_contig_002481	RRE-containing	RiPPs		
Pful_bac_bin188~Pful_metagenome_contig_002716.region001	Pful_metagenome_contig_002716	Pful_metagenome_contig_002716	RRE-containing	RiPPs		
Pful_bac_bin189~Pful_metagenome_contig_000622.region001	Pful_metagenome_contig_000622	Pful_metagenome_contig_000622	RRE-containing	RiPPs		
Pful_bac_bin191~Pful_metagenome_contig_002258.region001	Pful_metagenome_contig_002258	Pful_metagenome_contig_002258	betalactone	Others		
Pful_bac_bin192~Pful_metagenome_contig_010937.region001	Pful_metagenome_contig_010937	Pful_metagenome_contig_010937	arylpolyene	Others		
Pful_bac_bin192~Pful_metagenome_contig_030922.region001	Pful_metagenome_contig_030922	Pful_metagenome_contig_030922	RRE-containing	RiPPs		
Pful_bac_bin196~Pful_metagenome_contig_000440.region001	Pful_metagenome_contig_000440	Pful_metagenome_contig_000440	RRE-containing	RiPPs		
Pful_bac_bin197~Pful_metagenome_contig_000038.region001	Pful_metagenome_contig_000038	Pful_metagenome_contig_000038	RRE-containing	RiPPs		
Pful_bac_bin197~Pful_metagenome_contig_000038.region002	Pful_metagenome_contig_000038	Pful_metagenome_contig_000038	arylpolyene	Others		
Pful_bac_bin197~Pful_metagenome_contig_000038.region003	Pful_metagenome_contig_000038	Pful_metagenome_contig_000038	thiopeptide	RiPPs		
Pful_bac_bin197~Pful_metagenome_contig_000193.region001	Pful_metagenome_contig_000193	Pful_metagenome_contig_000193	RiPP-like	RiPPs		
Pful_bac_bin197~Pful_metagenome_contig_000558.region001	Pful_metagenome_contig_000558	Pful_metagenome_contig_000558	arylpolyene	Others		
Pful_bac_bin198~Pful_metagenome_contig_000799.region001	Pful_metagenome_contig_000799	Pful_metagenome_contig_000799	arylpolyene	Others		
Pful_bac_bin198~Pful_metagenome_contig_000799.region002	Pful_metagenome_contig_000799	Pful_metagenome_contig_000799	arylpolyene	Others		
Pful_bac_bin198~Pful_metagenome_contig_001020.region001	Pful_metagenome_contig_001020	Pful_metagenome_contig_001020	RRE-containing	RiPPs		
Pful_bac_bin198~Pful_metagenome_contig_001343.region001	Pful_metagenome_contig_001343	Pful_metagenome_contig_001343	RiPP-like	RiPPs		
Pful_bac_bin199~Pful_metagenome_contig_000170.region001	Pful_metagenome_contig_000170	Pful_metagenome_contig_000170	RRE-containing	RiPPs		
Pful_bac_bin199~Pful_metagenome_contig_000170.region002	Pful_metagenome_contig_000170	Pful_metagenome_contig_000170	RRE-containing	RiPPs		
Pful_bac_bin199~Pful_metagenome_contig_000170.region003	Pful_metagenome_contig_000170	Pful_metagenome_contig_000170	arylpolyene	Others		
Pful_bac_bin199~Pful_metagenome_contig_000189.region001	Pful_metagenome_contig_000189	Pful_metagenome_contig_000189	2dos	Others		
Pful_bac_bin199~Pful_metagenome_contig_000189.region002	Pful_metagenome_contig_000189	Pful_metagenome_contig_000189	RRE-containing	RiPPs		
Pful_bac_bin200~Pful_metagenome_contig_001404.region001	Pful_metagenome_contig_001404	Pful_metagenome_contig_001404	RiPP-like	RiPPs		
Pful_bac_bin200~Pful_metagenome_contig_001869.region001	Pful_metagenome_contig_001869	Pful_metagenome_contig_001869	phosphonate	Others		
Pful_bac_bin200~Pful_metagenome_contig_003234.region001	Pful_metagenome_contig_003234	Pful_metagenome_contig_003234	RRE-containing	RiPPs		
Pful_bac_bin200~Pful_metagenome_contig_016891.region001	Pful_metagenome_contig_016891	Pful_metagenome_contig_016891	RRE-containing.arylpolyene	Others		
Pful_bac_bin200~Pful_metagenome_contig_020482.region001	Pful_metagenome_contig_020482	Pful_metagenome_contig_020482	arylpolyene	Others		
Pful_bac_bin201~Pful_metagenome_contig_000652.region001	Pful_metagenome_contig_000652	Pful_metagenome_contig_000652	RRE-containing.arylpolyene	Others		
Pful_bac_bin201~Pful_metagenome_contig_001270.region001	Pful_metagenome_contig_001270	Pful_metagenome_contig_001270	arylpolyene	Others		
Pful_bac_bin202~Pful_metagenome_contig_001442.region001	Pful_metagenome_contig_001442	Pful_metagenome_contig_001442	betalactone	Others		
Pful_bac_bin202~Pful_metagenome_contig_001842.region001	Pful_metagenome_contig_001842	Pful_metagenome_contig_001842	phosphonate	Others		
Pful_bac_bin202~Pful_metagenome_contig_002162.region001	Pful_metagenome_contig_002162	Pful_metagenome_contig_002162	arylpolyene	Others		
Pful_bac_bin202~Pful_metagenome_contig_004712.region001	Pful_metagenome_contig_004712	Pful_metagenome_contig_004712	phosphonate	Others		
Pful_bac_bin203~Pful_metagenome_contig_013743.region001	Pful_metagenome_contig_013743	Pful_metagenome_contig_013743	arylpolyene	Others		
Pful_bac_bin203~Pful_metagenome_contig_017463.region001	Pful_metagenome_contig_017463	Pful_metagenome_contig_017463	arylpolyene	Others		
Pful_bac_bin204~Pful_metagenome_contig_000508.region001	Pful_metagenome_contig_000508	Pful_metagenome_contig_000508	phosphonate	Others		
Pful_bac_bin204~Pful_metagenome_contig_040584.region001	Pful_metagenome_contig_040584	Pful_metagenome_contig_040584	RRE-containing	RiPPs		
Pful_bac_bin205~Pful_metagenome_contig_000341.region001	Pful_metagenome_contig_000341	Pful_metagenome_contig_000341	RRE-containing	RiPPs		
Pful_bac_bin205~Pful_metagenome_contig_000341.region002	Pful_metagenome_contig_000341	Pful_metagenome_contig_000341	RiPP-like	RiPPs		
Pful_bac_bin205~Pful_metagenome_contig_000685.region001	Pful_metagenome_contig_000685	Pful_metagenome_contig_000685	RRE-containing	RiPPs		
