K	pathway	protein
K01201	ko01100	Pame_08383.t1
K01201	ko01100	Pame_08384.t1
K01201	ko01100	Pame_21139.t1
K01201	ko04142	Pame_08378.t1
K01201	ko04142	Pame_08380.t1
K01201	ko04142	Pame_08381.t1
K01201	ko04142	Pame_08382.t1
K01201	ko04142	Pame_08383.t1
K01201	ko04142	Pame_08384.t1
K01201	ko04142	Pame_21139.t1
K01201	ko04382	Pame_08378.t1
K01201	ko04382	Pame_08380.t1
K01201	ko04382	Pame_08381.t1
K01201	ko04382	Pame_08382.t1
K01201	ko04382	Pame_08383.t1
K01201	ko04382	Pame_08384.t1
K01201	ko04382	Pame_21139.t1
K01201	ko00511	Pame_08378.t1
K01201	ko00511	Pame_08380.t1
K01201	ko00511	Pame_08381.t1
K01201	ko00511	Pame_08382.t1
K01201	ko00511	Pame_08383.t1
K01201	ko00511	Pame_08384.t1
K01201	ko00511	Pame_21139.t1
K01201	ko00600	Pame_08378.t1
K01201	ko00600	Pame_08380.t1
K01201	ko00600	Pame_08381.t1
K01201	ko00600	Pame_08382.t1
K01201	ko00600	Pame_08383.t1
K01201	ko00600	Pame_08384.t1
K01201	ko00600	Pame_21139.t1
K01201	ko01100	Pame_08378.t1
K01201	ko01100	Pame_08380.t1
K01201	ko01100	Pame_08381.t1
K01201	ko01100	Pame_08382.t1
K01201	ko01100	Pame_08383.t1
K01201	ko01100	Pame_08384.t1
K01201	ko01100	Pame_21139.t1
K01201	ko04142	Pame_08378.t1
K01201	ko04142	Pame_08380.t1
K01201	ko04142	Pame_08381.t1
K01201	ko04142	Pame_08382.t1
K01201	ko04142	Pame_08383.t1
K01201	ko04142	Pame_08384.t1
K01201	ko04142	Pame_21139.t1
K01201	ko04382	Pame_08378.t1
K01201	ko04382	Pame_08380.t1
K01201	ko04382	Pame_08381.t1
K01201	ko04382	Pame_08382.t1
K01201	ko04382	Pame_08383.t1
K01201	ko04382	Pame_08384.t1
K01201	ko04382	Pame_21139.t1
K01201	ko00511	Pame_08378.t1
K01201	ko00511	Pame_08380.t1
K01201	ko00511	Pame_08381.t1
K01201	ko00511	Pame_08382.t1
K01201	ko00511	Pame_08383.t1
K01201	ko00511	Pame_08384.t1
K01201	ko00511	Pame_21139.t1
K01201	ko00600	Pame_08378.t1
K01201	ko00600	Pame_08380.t1
K01201	ko00600	Pame_08381.t1
K01201	ko00600	Pame_08382.t1
K01201	ko00600	Pame_08383.t1
K01201	ko00600	Pame_08384.t1
K01201	ko00600	Pame_21139.t1
K01201	ko01100	Pame_08378.t1
K01201	ko01100	Pame_08380.t1
K01201	ko01100	Pame_08381.t1
K01201	ko01100	Pame_08382.t1
K01201	ko01100	Pame_08383.t1
K01201	ko01100	Pame_08384.t1
K01201	ko01100	Pame_21139.t1
K01201	ko04142	Pame_08378.t1
K01201	ko04142	Pame_08380.t1
K01201	ko04142	Pame_08381.t1
K01201	ko04142	Pame_08382.t1
K01201	ko04142	Pame_08383.t1
K01201	ko04142	Pame_08384.t1
K01201	ko04142	Pame_21139.t1
K01201	ko04382	Pame_08378.t1
K01201	ko04382	Pame_08380.t1
K01201	ko04382	Pame_08381.t1
K01201	ko04382	Pame_08382.t1
K01201	ko04382	Pame_08383.t1
K01201	ko04382	Pame_08384.t1
K01201	ko04382	Pame_21139.t1
K12301	ko04142	Pame_00771.t1
K12301	ko04142	Pame_00772.t1
K12301	ko04142	Pame_00773.t1
K12301	ko04142	Pame_00774.t1
K12301	ko04142	Pame_00775.t1
K12301	ko04142	Pame_00776.t1
K12301	ko04142	Pame_00777.t1
K12301	ko04142	Pame_00781.t1
K12301	ko04142	Pame_00784.t1
K12301	ko04142	Pame_01210.t2
K12301	ko04142	Pame_02356.t1
K12301	ko04142	Pame_04585.t1
K12301	ko04142	Pame_14759.t1
K12301	ko04142	Pame_17598.t2
K12301	ko04142	Pame_19025.t1
K14304	ko03013	Pame_08368.t1
K14304	ko03013	Pame_13872.t1
K14304	ko03013	Pame_13874.t3
K14304	ko03013	Pame_13875.t1
K01148	ko03018	Pame_00345.t1
K01148	ko03018	Pame_00346.t1
K01148	ko03018	Pame_08367.t1
K12471	ko04144	Pame_08370.t1
K12471	ko04144	Pame_09836.t1
K12946	ko03060	Pame_11180.t1
K13524	ko00250	Pame_11182.t1
K13524	ko00280	Pame_11182.t1
K13524	ko00410	Pame_11182.t1
K13524	ko00640	Pame_11182.t1
K13524	ko00650	Pame_11182.t1
K13524	ko01100	Pame_11182.t1
K09542	ko04141	Pame_08326.t1
K09542	ko04141	Pame_08327.t1
K09542	ko04141	Pame_08328.t1
K09542	ko04141	Pame_10151.t1
K09542	ko04141	Pame_14734.t1
K09542	ko04141	Pame_17469.t1
K09542	ko04141	Pame_20003.t1
K09542	ko04213	Pame_08326.t1
K09542	ko04213	Pame_08327.t1
K09542	ko04213	Pame_08328.t1
K09542	ko04213	Pame_10151.t1
K09542	ko04213	Pame_14734.t1
K09542	ko04213	Pame_17469.t1
K09542	ko04213	Pame_20003.t1
K09542	ko04141	Pame_08326.t1
K09542	ko04141	Pame_08327.t1
K09542	ko04141	Pame_08328.t1
K09542	ko04141	Pame_10151.t1
K09542	ko04141	Pame_14734.t1
K09542	ko04141	Pame_17469.t1
K09542	ko04141	Pame_20003.t1
K09542	ko04213	Pame_08326.t1
K09542	ko04213	Pame_08327.t1
K09542	ko04213	Pame_08328.t1
K09542	ko04213	Pame_10151.t1
K09542	ko04213	Pame_14734.t1
K09542	ko04213	Pame_17469.t1
K09542	ko04213	Pame_20003.t1
K09542	ko04141	Pame_08326.t1
K09542	ko04141	Pame_08327.t1
K09542	ko04141	Pame_08328.t1
K09542	ko04141	Pame_10151.t1
K09542	ko04141	Pame_14734.t1
K09542	ko04141	Pame_17469.t1
K09542	ko04141	Pame_20003.t1
K09542	ko04213	Pame_08326.t1
K09542	ko04213	Pame_08327.t1
K09542	ko04213	Pame_08328.t1
K09542	ko04213	Pame_10151.t1
K09542	ko04213	Pame_14734.t1
K09542	ko04213	Pame_17469.t1
K09542	ko04213	Pame_20003.t1
K09530	ko04141	Pame_08325.t1
K14156	ko00564	Pame_02121.t1
K14156	ko00564	Pame_08324.t1
K14156	ko01100	Pame_02121.t1
K14156	ko01100	Pame_08324.t1
K01681	ko00020	Pame_08308.t1
K01681	ko00020	Pame_10159.t1
K01681	ko00630	Pame_08308.t1
K01681	ko00630	Pame_10159.t1
K01681	ko01100	Pame_08308.t1
K01681	ko01100	Pame_10159.t1
K01681	ko01200	Pame_08308.t1
K01681	ko01200	Pame_10159.t1
K01681	ko01210	Pame_08308.t1
K01681	ko01210	Pame_10159.t1
K01681	ko01230	Pame_08308.t1
K01681	ko01230	Pame_10159.t1
K02890	ko03010	Pame_08306.t1
K12304	ko00230	Pame_08303.t1
K12304	ko00240	Pame_08303.t1
K12304	ko01100	Pame_08303.t1
K12304	ko01232	Pame_08303.t1
K01950	ko00760	Pame_08301.t2
K01950	ko01100	Pame_08301.t2
K01950	ko01240	Pame_08301.t2
K14613	ko04977	Pame_05328.t1
K14613	ko04977	Pame_08285.t1
K14613	ko04977	Pame_08293.t1
K14613	ko04977	Pame_08294.t2
K14613	ko04977	Pame_21425.t1
K14613	ko04981	Pame_05328.t1
K14613	ko04981	Pame_08285.t1
K14613	ko04981	Pame_08293.t1
K14613	ko04981	Pame_08294.t2
K14613	ko04981	Pame_21425.t1
K14613	ko04977	Pame_05328.t1
K14613	ko04977	Pame_08285.t1
K14613	ko04977	Pame_08293.t1
K14613	ko04977	Pame_08294.t2
K14613	ko04977	Pame_21425.t1
K14613	ko04981	Pame_05328.t1
K14613	ko04981	Pame_08285.t1
K14613	ko04981	Pame_08293.t1
K14613	ko04981	Pame_08294.t2
K14613	ko04981	Pame_21425.t1
K11583	ko03015	Pame_08291.t1
K11583	ko03015	Pame_08928.t2
K11583	ko04382	Pame_08291.t1
K11583	ko04382	Pame_08928.t2
K14613	ko04977	Pame_05328.t1
K14613	ko04977	Pame_08285.t1
K14613	ko04977	Pame_08293.t1
K14613	ko04977	Pame_08294.t2
K14613	ko04977	Pame_21425.t1
K14613	ko04981	Pame_05328.t1
K14613	ko04981	Pame_08285.t1
K14613	ko04981	Pame_08293.t1
K14613	ko04981	Pame_08294.t2
K14613	ko04981	Pame_21425.t1
K03781	ko00380	Pame_11184.t1
K03781	ko00380	Pame_11196.t1
K03781	ko00380	Pame_13521.t1
K03781	ko00380	Pame_13522.t1
K03781	ko00380	Pame_13525.t1
K03781	ko00380	Pame_16863.t1
K03781	ko00380	Pame_18786.t1
K03781	ko00380	Pame_19317.t1
K03781	ko00380	Pame_19318.t1
K03781	ko00380	Pame_19319.t1
K03781	ko00380	Pame_19320.t1
K03781	ko00380	Pame_19321.t1
K03781	ko00380	Pame_19322.t1
K03781	ko00380	Pame_19323.t1
K03781	ko00380	Pame_19324.t1
K03781	ko00380	Pame_19325.t1
K03781	ko00380	Pame_19491.t1
K03781	ko00380	Pame_19656.t1
K03781	ko00630	Pame_11184.t1
K03781	ko00630	Pame_11196.t1
K03781	ko00630	Pame_13521.t1
K03781	ko00630	Pame_13522.t1
K03781	ko00630	Pame_13525.t1
K03781	ko00630	Pame_16863.t1
K03781	ko00630	Pame_18786.t1
K03781	ko00630	Pame_19317.t1
K03781	ko00630	Pame_19318.t1
K03781	ko00630	Pame_19319.t1
K03781	ko00630	Pame_19320.t1
K03781	ko00630	Pame_19321.t1
K03781	ko00630	Pame_19322.t1
K03781	ko00630	Pame_19323.t1
K03781	ko00630	Pame_19324.t1
K03781	ko00630	Pame_19325.t1
K03781	ko00630	Pame_19491.t1
K03781	ko00630	Pame_19656.t1
K03781	ko01100	Pame_11184.t1
K03781	ko01100	Pame_11196.t1
K03781	ko01100	Pame_13521.t1
K03781	ko01100	Pame_13522.t1
K03781	ko01100	Pame_13525.t1
K03781	ko01100	Pame_16863.t1
K03781	ko01100	Pame_18786.t1
K03781	ko01100	Pame_19317.t1
K03781	ko01100	Pame_19318.t1
K03781	ko01100	Pame_19319.t1
K03781	ko01100	Pame_19320.t1
K03781	ko01100	Pame_19321.t1
K03781	ko01100	Pame_19322.t1
K03781	ko01100	Pame_19323.t1
K03781	ko01100	Pame_19324.t1
K03781	ko01100	Pame_19325.t1
K03781	ko01100	Pame_19491.t1
K03781	ko01100	Pame_19656.t1
K03781	ko01200	Pame_11184.t1
K03781	ko01200	Pame_11196.t1
K03781	ko01200	Pame_13521.t1
K03781	ko01200	Pame_13522.t1
K03781	ko01200	Pame_13525.t1
K03781	ko01200	Pame_16863.t1
K03781	ko01200	Pame_18786.t1
K03781	ko01200	Pame_19317.t1
K03781	ko01200	Pame_19318.t1
K03781	ko01200	Pame_19319.t1
K03781	ko01200	Pame_19320.t1
K03781	ko01200	Pame_19321.t1
K03781	ko01200	Pame_19322.t1
K03781	ko01200	Pame_19323.t1
K03781	ko01200	Pame_19324.t1
K03781	ko01200	Pame_19325.t1
K03781	ko01200	Pame_19491.t1
K03781	ko01200	Pame_19656.t1
K03781	ko04068	Pame_11184.t1
K03781	ko04068	Pame_11196.t1
K03781	ko04068	Pame_13521.t1
K03781	ko04068	Pame_13522.t1
K03781	ko04068	Pame_13525.t1
K03781	ko04068	Pame_16863.t1
K03781	ko04068	Pame_18786.t1
K03781	ko04068	Pame_19317.t1
K03781	ko04068	Pame_19318.t1
K03781	ko04068	Pame_19319.t1
K03781	ko04068	Pame_19320.t1
K03781	ko04068	Pame_19321.t1
K03781	ko04068	Pame_19322.t1
K03781	ko04068	Pame_19323.t1
K03781	ko04068	Pame_19324.t1
K03781	ko04068	Pame_19325.t1
K03781	ko04068	Pame_19491.t1
K03781	ko04068	Pame_19656.t1
K03781	ko04146	Pame_11184.t1
K03781	ko04146	Pame_11196.t1
K03781	ko04146	Pame_13521.t1
K03781	ko04146	Pame_13522.t1
K03781	ko04146	Pame_13525.t1
K03781	ko04146	Pame_16863.t1
K03781	ko04146	Pame_18786.t1
K03781	ko04146	Pame_19317.t1
K03781	ko04146	Pame_19318.t1
K03781	ko04146	Pame_19319.t1
K03781	ko04146	Pame_19320.t1
K03781	ko04146	Pame_19321.t1
K03781	ko04146	Pame_19322.t1
K03781	ko04146	Pame_19323.t1
K03781	ko04146	Pame_19324.t1
K03781	ko04146	Pame_19325.t1
K03781	ko04146	Pame_19491.t1
K03781	ko04146	Pame_19656.t1
K03781	ko04213	Pame_11184.t1
K03781	ko04213	Pame_11196.t1
K03781	ko04213	Pame_13521.t1
K03781	ko04213	Pame_13522.t1
K03781	ko04213	Pame_13525.t1
K03781	ko04213	Pame_16863.t1
K03781	ko04213	Pame_18786.t1
K03781	ko04213	Pame_19317.t1
K03781	ko04213	Pame_19318.t1
K03781	ko04213	Pame_19319.t1
K03781	ko04213	Pame_19320.t1
K03781	ko04213	Pame_19321.t1
K03781	ko04213	Pame_19322.t1
K03781	ko04213	Pame_19323.t1
K03781	ko04213	Pame_19324.t1
K03781	ko04213	Pame_19325.t1
K03781	ko04213	Pame_19491.t1
K03781	ko04213	Pame_19656.t1
K04364	ko04013	Pame_08283.t1
K04364	ko04068	Pame_08283.t1
K04364	ko04150	Pame_08283.t1
K04364	ko04320	Pame_08283.t1
K02998	ko03010	Pame_08281.t1
K04430	ko04013	Pame_08274.t1
K04430	ko04620	Pame_08274.t1
K02992	ko03010	Pame_08275.t1
K17917	ko04144	Pame_08272.t1
K15890	ko00900	Pame_01448.t1
K15890	ko00900	Pame_01449.t1
K15890	ko00900	Pame_01450.t1
K15890	ko00900	Pame_01451.t1
K15890	ko00900	Pame_01452.t1
K15890	ko00900	Pame_01453.t1
K15890	ko00900	Pame_01454.t1
K15890	ko00900	Pame_01455.t1
K15890	ko00900	Pame_01456.t1
K15890	ko00900	Pame_01457.t1
K15890	ko00900	Pame_01459.t1
K15890	ko00900	Pame_01460.t1
K15890	ko00900	Pame_01461.t1
K15890	ko00900	Pame_01464.t1
K15890	ko00900	Pame_01469.t1
K15890	ko00900	Pame_01470.t1
K15890	ko00900	Pame_01471.t1
K15890	ko00900	Pame_01472.t1
K15890	ko00900	Pame_01473.t1
K15890	ko00900	Pame_01474.t1
K15890	ko00900	Pame_01475.t1
K15890	ko00900	Pame_01476.t1
K15890	ko00900	Pame_01477.t1
K15890	ko00900	Pame_01478.t1
K15890	ko00900	Pame_01479.t1
K15890	ko00900	Pame_01480.t1
K15890	ko00900	Pame_01481.t1
K15890	ko00900	Pame_01482.t1
K15890	ko00900	Pame_01483.t1
K15890	ko00900	Pame_01484.t1
K15890	ko00900	Pame_01485.t1
K15890	ko00900	Pame_01486.t1
K15890	ko00900	Pame_01487.t1
K15890	ko00900	Pame_01488.t1
K15890	ko00900	Pame_01489.t1
K15890	ko00900	Pame_01490.t1
K15890	ko00900	Pame_01491.t1
K15890	ko00900	Pame_01492.t1
K15890	ko00900	Pame_01493.t1
K15890	ko00900	Pame_01494.t1
K15890	ko00900	Pame_01495.t1
K15890	ko00900	Pame_02494.t1
K15890	ko00900	Pame_07046.t1
K15890	ko00900	Pame_08262.t1
K15890	ko00900	Pame_08263.t2
K15890	ko00900	Pame_08267.t1
K15890	ko00900	Pame_12834.t1
K15890	ko00900	Pame_14520.t1
K15890	ko00900	Pame_16318.t1
K15890	ko00900	Pame_18777.t1
K15890	ko00981	Pame_01448.t1
K15890	ko00981	Pame_01449.t1
K15890	ko00981	Pame_01450.t1
K15890	ko00981	Pame_01451.t1
K15890	ko00981	Pame_01452.t1
K15890	ko00981	Pame_01453.t1
K15890	ko00981	Pame_01454.t1
K15890	ko00981	Pame_01455.t1
K15890	ko00981	Pame_01456.t1
K15890	ko00981	Pame_01457.t1
K15890	ko00981	Pame_01459.t1
K15890	ko00981	Pame_01460.t1
K15890	ko00981	Pame_01461.t1
K15890	ko00981	Pame_01464.t1
K15890	ko00981	Pame_01469.t1
K15890	ko00981	Pame_01470.t1
K15890	ko00981	Pame_01471.t1
K15890	ko00981	Pame_01472.t1
K15890	ko00981	Pame_01473.t1
K15890	ko00981	Pame_01474.t1
K15890	ko00981	Pame_01475.t1
K15890	ko00981	Pame_01476.t1
K15890	ko00981	Pame_01477.t1
K15890	ko00981	Pame_01478.t1
K15890	ko00981	Pame_01479.t1
K15890	ko00981	Pame_01480.t1
K15890	ko00981	Pame_01481.t1
K15890	ko00981	Pame_01482.t1
K15890	ko00981	Pame_01483.t1
K15890	ko00981	Pame_01484.t1
K15890	ko00981	Pame_01485.t1
K15890	ko00981	Pame_01486.t1
K15890	ko00981	Pame_01487.t1
K15890	ko00981	Pame_01488.t1
K15890	ko00981	Pame_01489.t1
K15890	ko00981	Pame_01490.t1
K15890	ko00981	Pame_01491.t1
K15890	ko00981	Pame_01492.t1
K15890	ko00981	Pame_01493.t1
K15890	ko00981	Pame_01494.t1
K15890	ko00981	Pame_01495.t1
K15890	ko00981	Pame_02494.t1
K15890	ko00981	Pame_07046.t1
K15890	ko00981	Pame_08262.t1
K15890	ko00981	Pame_08263.t2
K15890	ko00981	Pame_08267.t1
K15890	ko00981	Pame_12834.t1
K15890	ko00981	Pame_14520.t1
K15890	ko00981	Pame_16318.t1
K15890	ko00981	Pame_18777.t1
K15890	ko01100	Pame_01448.t1
K15890	ko01100	Pame_01449.t1
K15890	ko01100	Pame_01450.t1
K15890	ko01100	Pame_01451.t1
K15890	ko01100	Pame_01452.t1
K15890	ko01100	Pame_01453.t1
K15890	ko01100	Pame_01454.t1
K15890	ko01100	Pame_01455.t1
K15890	ko01100	Pame_01456.t1
K15890	ko01100	Pame_01457.t1
K15890	ko01100	Pame_01459.t1
K15890	ko01100	Pame_01460.t1
K15890	ko01100	Pame_01461.t1
K15890	ko01100	Pame_01464.t1
K15890	ko01100	Pame_01469.t1
K15890	ko01100	Pame_01470.t1
K15890	ko01100	Pame_01471.t1
K15890	ko01100	Pame_01472.t1
K15890	ko01100	Pame_01473.t1
K15890	ko01100	Pame_01474.t1
K15890	ko01100	Pame_01475.t1
K15890	ko01100	Pame_01476.t1
K15890	ko01100	Pame_01477.t1
K15890	ko01100	Pame_01478.t1
K15890	ko01100	Pame_01479.t1
K15890	ko01100	Pame_01480.t1
K15890	ko01100	Pame_01481.t1
K15890	ko01100	Pame_01482.t1
K15890	ko01100	Pame_01483.t1
K15890	ko01100	Pame_01484.t1
K15890	ko01100	Pame_01485.t1
K15890	ko01100	Pame_01486.t1
K15890	ko01100	Pame_01487.t1
K15890	ko01100	Pame_01488.t1
K15890	ko01100	Pame_01489.t1
K15890	ko01100	Pame_01490.t1
K15890	ko01100	Pame_01491.t1
K15890	ko01100	Pame_01492.t1
K15890	ko01100	Pame_01493.t1
K15890	ko01100	Pame_01494.t1
K15890	ko01100	Pame_01495.t1
K15890	ko01100	Pame_02494.t1
K15890	ko01100	Pame_07046.t1
K15890	ko01100	Pame_08262.t1
K15890	ko01100	Pame_08263.t2
K15890	ko01100	Pame_08267.t1
K15890	ko01100	Pame_12834.t1
K15890	ko01100	Pame_14520.t1
K15890	ko01100	Pame_16318.t1
K15890	ko01100	Pame_18777.t1
K15890	ko00900	Pame_01448.t1
K15890	ko00900	Pame_01449.t1
K15890	ko00900	Pame_01450.t1
K15890	ko00900	Pame_01451.t1
K15890	ko00900	Pame_01452.t1
K15890	ko00900	Pame_01453.t1
K15890	ko00900	Pame_01454.t1
K15890	ko00900	Pame_01455.t1
K15890	ko00900	Pame_01456.t1
K15890	ko00900	Pame_01457.t1
K15890	ko00900	Pame_01459.t1
K15890	ko00900	Pame_01460.t1
K15890	ko00900	Pame_01461.t1
K15890	ko00900	Pame_01464.t1
K15890	ko00900	Pame_01469.t1
K15890	ko00900	Pame_01470.t1
K15890	ko00900	Pame_01471.t1
K15890	ko00900	Pame_01472.t1
K15890	ko00900	Pame_01473.t1
K15890	ko00900	Pame_01474.t1
K15890	ko00900	Pame_01475.t1
K15890	ko00900	Pame_01476.t1
K15890	ko00900	Pame_01477.t1
K15890	ko00900	Pame_01478.t1
K15890	ko00900	Pame_01479.t1
K15890	ko00900	Pame_01480.t1
K15890	ko00900	Pame_01481.t1
K15890	ko00900	Pame_01482.t1
K15890	ko00900	Pame_01483.t1
K15890	ko00900	Pame_01484.t1
K15890	ko00900	Pame_01485.t1
K15890	ko00900	Pame_01486.t1
K15890	ko00900	Pame_01487.t1
K15890	ko00900	Pame_01488.t1
K15890	ko00900	Pame_01489.t1
K15890	ko00900	Pame_01490.t1
K15890	ko00900	Pame_01491.t1
K15890	ko00900	Pame_01492.t1
K15890	ko00900	Pame_01493.t1
K15890	ko00900	Pame_01494.t1
K15890	ko00900	Pame_01495.t1
K15890	ko00900	Pame_02494.t1
K15890	ko00900	Pame_07046.t1
K15890	ko00900	Pame_08262.t1
K15890	ko00900	Pame_08263.t2
K15890	ko00900	Pame_08267.t1
K15890	ko00900	Pame_12834.t1
K15890	ko00900	Pame_14520.t1
K15890	ko00900	Pame_16318.t1
K15890	ko00900	Pame_18777.t1
K15890	ko00981	Pame_01448.t1
K15890	ko00981	Pame_01449.t1
K15890	ko00981	Pame_01450.t1
K15890	ko00981	Pame_01451.t1
K15890	ko00981	Pame_01452.t1
K15890	ko00981	Pame_01453.t1
K15890	ko00981	Pame_01454.t1
K15890	ko00981	Pame_01455.t1
K15890	ko00981	Pame_01456.t1
K15890	ko00981	Pame_01457.t1
K15890	ko00981	Pame_01459.t1
K15890	ko00981	Pame_01460.t1
K15890	ko00981	Pame_01461.t1
K15890	ko00981	Pame_01464.t1
K15890	ko00981	Pame_01469.t1
K15890	ko00981	Pame_01470.t1
K15890	ko00981	Pame_01471.t1
K15890	ko00981	Pame_01472.t1
K15890	ko00981	Pame_01473.t1
K15890	ko00981	Pame_01474.t1
K15890	ko00981	Pame_01475.t1
K15890	ko00981	Pame_01476.t1
K15890	ko00981	Pame_01477.t1
K15890	ko00981	Pame_01478.t1
K15890	ko00981	Pame_01479.t1
K15890	ko00981	Pame_01480.t1
K15890	ko00981	Pame_01481.t1
K15890	ko00981	Pame_01482.t1
K15890	ko00981	Pame_01483.t1
K15890	ko00981	Pame_01484.t1
K15890	ko00981	Pame_01485.t1
K15890	ko00981	Pame_01486.t1
K15890	ko00981	Pame_01487.t1
K15890	ko00981	Pame_01488.t1
K15890	ko00981	Pame_01489.t1
K15890	ko00981	Pame_01490.t1
K15890	ko00981	Pame_01491.t1
K15890	ko00981	Pame_01492.t1
K15890	ko00981	Pame_01493.t1
K15890	ko00981	Pame_01494.t1
K15890	ko00981	Pame_01495.t1
K15890	ko00981	Pame_02494.t1
K15890	ko00981	Pame_07046.t1
K15890	ko00981	Pame_08262.t1
K15890	ko00981	Pame_08263.t2
K15890	ko00981	Pame_08267.t1
K15890	ko00981	Pame_12834.t1
K15890	ko00981	Pame_14520.t1
K15890	ko00981	Pame_16318.t1
K15890	ko00981	Pame_18777.t1
K15890	ko01100	Pame_01448.t1
K15890	ko01100	Pame_01449.t1
K15890	ko01100	Pame_01450.t1
K15890	ko01100	Pame_01451.t1
K15890	ko01100	Pame_01452.t1
K15890	ko01100	Pame_01453.t1
K15890	ko01100	Pame_01454.t1
K15890	ko01100	Pame_01455.t1
K15890	ko01100	Pame_01456.t1
K15890	ko01100	Pame_01457.t1
K15890	ko01100	Pame_01459.t1
K15890	ko01100	Pame_01460.t1
K15890	ko01100	Pame_01461.t1
K15890	ko01100	Pame_01464.t1
K15890	ko01100	Pame_01469.t1
K15890	ko01100	Pame_01470.t1
K15890	ko01100	Pame_01471.t1
K15890	ko01100	Pame_01472.t1
K15890	ko01100	Pame_01473.t1
K15890	ko01100	Pame_01474.t1
K15890	ko01100	Pame_01475.t1
K15890	ko01100	Pame_01476.t1
K15890	ko01100	Pame_01477.t1
K15890	ko01100	Pame_01478.t1
K15890	ko01100	Pame_01479.t1
K15890	ko01100	Pame_01480.t1
K15890	ko01100	Pame_01481.t1
K15890	ko01100	Pame_01482.t1
K15890	ko01100	Pame_01483.t1
K15890	ko01100	Pame_01484.t1
K15890	ko01100	Pame_01485.t1
K15890	ko01100	Pame_01486.t1
K15890	ko01100	Pame_01487.t1
K15890	ko01100	Pame_01488.t1
K15890	ko01100	Pame_01489.t1
K15890	ko01100	Pame_01490.t1
K15890	ko01100	Pame_01491.t1
K15890	ko01100	Pame_01492.t1
K15890	ko01100	Pame_01493.t1
K15890	ko01100	Pame_01494.t1
K15890	ko01100	Pame_01495.t1
K15890	ko01100	Pame_02494.t1
K15890	ko01100	Pame_07046.t1
K15890	ko01100	Pame_08262.t1
K15890	ko01100	Pame_08263.t2
K15890	ko01100	Pame_08267.t1
K15890	ko01100	Pame_12834.t1
K15890	ko01100	Pame_14520.t1
K15890	ko01100	Pame_16318.t1
K15890	ko01100	Pame_18777.t1
K15890	ko00900	Pame_01448.t1
K15890	ko00900	Pame_01449.t1
K15890	ko00900	Pame_01450.t1
K15890	ko00900	Pame_01451.t1
K15890	ko00900	Pame_01452.t1
K15890	ko00900	Pame_01453.t1
K15890	ko00900	Pame_01454.t1
K15890	ko00900	Pame_01455.t1
K15890	ko00900	Pame_01456.t1
K15890	ko00900	Pame_01457.t1
K15890	ko00900	Pame_01459.t1
K15890	ko00900	Pame_01460.t1
K15890	ko00900	Pame_01461.t1
K15890	ko00900	Pame_01464.t1
K15890	ko00900	Pame_01469.t1
K15890	ko00900	Pame_01470.t1
K15890	ko00900	Pame_01471.t1
K15890	ko00900	Pame_01472.t1
K15890	ko00900	Pame_01473.t1
K15890	ko00900	Pame_01474.t1
K15890	ko00900	Pame_01475.t1
K15890	ko00900	Pame_01476.t1
K15890	ko00900	Pame_01477.t1
K15890	ko00900	Pame_01478.t1
K15890	ko00900	Pame_01479.t1
K15890	ko00900	Pame_01480.t1
K15890	ko00900	Pame_01481.t1
K15890	ko00900	Pame_01482.t1
K15890	ko00900	Pame_01483.t1
K15890	ko00900	Pame_01484.t1
K15890	ko00900	Pame_01485.t1
K15890	ko00900	Pame_01486.t1
K15890	ko00900	Pame_01487.t1
K15890	ko00900	Pame_01488.t1
K15890	ko00900	Pame_01489.t1
K15890	ko00900	Pame_01490.t1
K15890	ko00900	Pame_01491.t1
K15890	ko00900	Pame_01492.t1
K15890	ko00900	Pame_01493.t1
K15890	ko00900	Pame_01494.t1
K15890	ko00900	Pame_01495.t1
K15890	ko00900	Pame_02494.t1
K15890	ko00900	Pame_07046.t1
K15890	ko00900	Pame_08262.t1
K15890	ko00900	Pame_08263.t2
K15890	ko00900	Pame_08267.t1
K15890	ko00900	Pame_12834.t1
K15890	ko00900	Pame_14520.t1
K15890	ko00900	Pame_16318.t1
K15890	ko00900	Pame_18777.t1
K15890	ko00981	Pame_01448.t1
K15890	ko00981	Pame_01449.t1
K15890	ko00981	Pame_01450.t1
K15890	ko00981	Pame_01451.t1
K15890	ko00981	Pame_01452.t1
K15890	ko00981	Pame_01453.t1
K15890	ko00981	Pame_01454.t1
K15890	ko00981	Pame_01455.t1
K15890	ko00981	Pame_01456.t1
K15890	ko00981	Pame_01457.t1
K15890	ko00981	Pame_01459.t1
K15890	ko00981	Pame_01460.t1
K15890	ko00981	Pame_01461.t1
K15890	ko00981	Pame_01464.t1
K15890	ko00981	Pame_01469.t1
K15890	ko00981	Pame_01470.t1
K15890	ko00981	Pame_01471.t1
K15890	ko00981	Pame_01472.t1
K15890	ko00981	Pame_01473.t1
K15890	ko00981	Pame_01474.t1
K15890	ko00981	Pame_01475.t1
K15890	ko00981	Pame_01476.t1
K15890	ko00981	Pame_01477.t1
K15890	ko00981	Pame_01478.t1
K15890	ko00981	Pame_01479.t1
K15890	ko00981	Pame_01480.t1
K15890	ko00981	Pame_01481.t1
K15890	ko00981	Pame_01482.t1
K15890	ko00981	Pame_01483.t1
K15890	ko00981	Pame_01484.t1
K15890	ko00981	Pame_01485.t1
K15890	ko00981	Pame_01486.t1
