protein	KO	pathway
OG0009090	K08269	ko04136
OG0009090	K08269	ko04138
OG0009090	K08269	ko04139
OG0009090	K08269	ko04140
OG0009090	K08269	ko04150
OG0009090	K08269	ko04212
OG0009090	K08269	ko05010
OG0009090	K08269	ko05014
OG0009090	K08269	ko05016
OG0009090	K08269	ko05017
OG0009090	K08269	ko05022
OG0009092	K17767	ko04934
OG0009092	K17767	ko05207
OG0009093	K27536	ko00760
OG0009093	K27536	ko01100
OG0009094	K04468	ko04010
OG0009094	K04468	ko04068
OG0009094	K04468	ko04310
OG0009094	K04468	ko04520
OG0009095	K10588	ko04120
OG0009096	K26006	ko04980
OG0009098	K06641	ko04110
OG0009098	K06641	ko04111
OG0009098	K06641	ko04115
OG0009098	K06641	ko04218
OG0009098	K06641	ko05166
OG0009099	K08524	ko03320
OG0009099	K08524	ko04148
OG0009099	K08524	ko04151
OG0009099	K08524	ko04659
OG0009099	K08524	ko04919
OG0009099	K08524	ko04920
OG0009099	K08524	ko04928
OG0009099	K08524	ko04932
OG0009099	K08524	ko04976
OG0009099	K08524	ko05160
OG0009099	K08524	ko05200
OG0009099	K08524	ko05202
OG0009099	K08524	ko05207
OG0009099	K08524	ko05216
OG0009099	K08524	ko05222
OG0009099	K08524	ko05223
OG0009099	K08524	ko05226
OG0009099	K08524	ko05417
OG0009101	K01764	ko00860
OG0009101	K01764	ko01100
OG0009103	K13348	ko04146
OG0009105	K08057	ko04141
OG0009105	K08057	ko04145
OG0009105	K08057	ko04148
OG0009105	K08057	ko04612
OG0009105	K08057	ko05142
OG0009105	K08057	ko05163
OG0009105	K08057	ko05166
OG0009105	K08057	ko05168
OG0009105	K08057	ko05169
OG0009105	K08057	ko05170
OG0009107	K05677	ko02010
OG0009107	K05677	ko04146
OG0009108	K10447	ko04120
OG0009110	K02971	ko03010
OG0009110	K02971	ko05171
OG0009112	K01053	ko00030
OG0009112	K01053	ko00053
OG0009112	K01053	ko00930
OG0009112	K01053	ko01100
OG0009112	K01053	ko01110
OG0009112	K01053	ko01120
OG0009112	K01053	ko01200
OG0009112	K01053	ko01220
OG0009112	K01053	ko01240
OG0009113	K10956	ko03060
OG0009113	K10956	ko04141
OG0009113	K10956	ko04145
OG0009113	K10956	ko05110
OG0009114	K04499	ko03082
OG0009114	K04499	ko04310
OG0009115	K08337	ko04136
OG0009115	K08337	ko04138
OG0009115	K08337	ko04140
OG0009115	K08337	ko04216
OG0009115	K08337	ko04613
OG0009119	K18050	ko04022
OG0009119	K18050	ko04071
OG0009119	K18050	ko04270
OG0009119	K18050	ko04371
OG0009119	K18050	ko04530
OG0009119	K18050	ko04666
OG0009119	K18050	ko04750
OG0009119	K18050	ko04925
OG0009119	K18050	ko04930
OG0009119	K18050	ko04931
OG0009119	K18050	ko04933
OG0009119	K18050	ko05131
OG0009119	K18050	ko05206
OG0009121	K25202	ko03013
OG0009122	K17253	ko04148
OG0009124	K10456	ko04120
OG0009124	K10456	ko05012
OG0009124	K10456	ko05200
OG0009124	K10456	ko05208
OG0009124	K10456	ko05225
OG0009124	K10456	ko05418
OG0009130	K09299	ko05202
OG0009130	K09299	ko05206
OG0009130	K09299	ko05215
OG0009132	K13780	ko04150
OG0009132	K13780	ko05230
OG0009133	K21031	ko00040
OG0009133	K21031	ko00515
OG0009133	K21031	ko01100
OG0009134	K02151	ko00190
OG0009134	K02151	ko01100
OG0009134	K02151	ko04145
OG0009134	K02151	ko04150
OG0009134	K02151	ko04721
OG0009134	K02151	ko04966
OG0009134	K02151	ko05110
OG0009134	K02151	ko05120
OG0009134	K02151	ko05165
OG0009134	K02151	ko05323
OG0009139	K02863	ko03010
OG0009140	K12603	ko03018
OG0009142	K15146	ko04919
OG0009145	K05402	ko04620
OG0009147	K01952	ko00230
OG0009147	K01952	ko01100
OG0009147	K01952	ko01110
OG0009151	K14521	ko03008
OG0009153	K12394	ko04142
OG0009153	K12394	ko05170
OG0009155	K06685	ko04111
OG0009155	K06685	ko04390
OG0009155	K06685	ko04391
OG0009155	K06685	ko04392
OG0009156	K14311	ko03013
OG0009156	K14311	ko05014
OG0009157	K22194	ko04820
OG0009157	K22194	ko05410
OG0009157	K22194	ko05412
OG0009157	K22194	ko05414
OG0009157	K22194	ko05416
OG0009159	K01283	ko04614
OG0009159	K01283	ko04924
OG0009159	K01283	ko05142
OG0009159	K01283	ko05171
OG0009159	K01283	ko05410
OG0009159	K01283	ko05415
OG0009160	K16799	ko04341
OG0009162	K14075	ko00561
OG0009162	K14075	ko01100
OG0009162	K14075	ko04972
OG0009162	K14075	ko04975
OG0009165	K01103	ko00051
OG0009165	K01103	ko01100
OG0009165	K01103	ko04066
OG0009165	K01103	ko04152
OG0009166	K02156	ko04320
OG0009168	K05758	ko04138
OG0009168	K05758	ko04144
OG0009168	K05758	ko04530
OG0009168	K05758	ko04666
OG0009168	K05758	ko04810
OG0009168	K05758	ko05100
OG0009168	K05758	ko05130
OG0009168	K05758	ko05131
OG0009168	K05758	ko05132
OG0009168	K05758	ko05135
OG0009175	K14407	ko03015
OG0009177	K00507	ko01040
OG0009177	K00507	ko01100
OG0009177	K00507	ko01212
OG0009177	K00507	ko03320
OG0009177	K00507	ko04152
OG0009177	K00507	ko04212
OG0009177	K00507	ko04936
OG0009182	K01312	ko04080
OG0009182	K01312	ko04972
OG0009182	K01312	ko04974
OG0009182	K01312	ko05164
OG0009184	K01769	ko00230
OG0009184	K01769	ko01100
OG0009193	K00831	ko00260
OG0009193	K00831	ko00270
OG0009193	K00831	ko00680
OG0009193	K00831	ko00750
OG0009193	K00831	ko01100
OG0009193	K00831	ko01110
OG0009193	K00831	ko01120
OG0009193	K00831	ko01200
OG0009193	K00831	ko01230
OG0009193	K00831	ko01240
OG0009200	K02542	ko03030
OG0009200	K02542	ko04110
OG0009200	K02542	ko04111
OG0009200	K02542	ko04113
OG0009204	K00507	ko01040
OG0009204	K00507	ko01100
OG0009204	K00507	ko01212
OG0009204	K00507	ko03320
OG0009204	K00507	ko04152
OG0009204	K00507	ko04212
OG0009204	K00507	ko04936
OG0009205	K06069	ko04015
OG0009205	K06069	ko04144
OG0009205	K06069	ko04390
OG0009205	K06069	ko04391
OG0009205	K06069	ko04530
OG0009205	K06069	ko04611
OG0009205	K06069	ko04910
OG0009205	K06069	ko05165
OG0009206	K10365	ko04144
OG0009206	K10365	ko04814
OG0009206	K10365	ko04820
OG0009209	K03934	ko00190
OG0009209	K03934	ko01100
OG0009209	K03934	ko04714
OG0009209	K03934	ko04723
OG0009209	K03934	ko04932
OG0009209	K03934	ko05010
OG0009209	K03934	ko05012
OG0009209	K03934	ko05014
OG0009209	K03934	ko05016
OG0009209	K03934	ko05020
OG0009209	K03934	ko05022
OG0009209	K03934	ko05208
OG0009209	K03934	ko05415
OG0009211	K09487	ko04141
OG0009211	K09487	ko04151
OG0009211	K09487	ko04626
OG0009211	K09487	ko04657
OG0009211	K09487	ko04915
OG0009211	K09487	ko04918
OG0009211	K09487	ko05132
OG0009211	K09487	ko05200
OG0009211	K09487	ko05207
OG0009211	K09487	ko05215
OG0009211	K09487	ko05417
OG0009211	K09487	ko05418
OG0009211	K04079	ko04141
OG0009211	K04079	ko04151
OG0009211	K04079	ko04217
OG0009211	K04079	ko04612
OG0009211	K04079	ko04621
OG0009211	K04079	ko04626
OG0009211	K04079	ko04657
OG0009211	K04079	ko04659
OG0009211	K04079	ko04914
OG0009211	K04079	ko04915
OG0009211	K04079	ko05132
OG0009211	K04079	ko05200
OG0009211	K04079	ko05207
OG0009211	K04079	ko05215
OG0009211	K04079	ko05417
OG0009211	K04079	ko05418
OG0009214	K01487	ko00230
OG0009214	K01487	ko01100
OG0009214	K01487	ko01232
OG0009215	K05668	ko01523
OG0009215	K05668	ko02010
OG0009215	K05668	ko04981
OG0009216	K03506	ko03030
OG0009216	K03506	ko03410
OG0009216	K03506	ko03420
OG0009218	K03873	ko04066
OG0009218	K03873	ko04120
OG0009218	K03873	ko05170
OG0009218	K03873	ko05200
OG0009218	K03873	ko05211
OG0009222	K13356	ko00073
OG0009222	K13356	ko01110
OG0009222	K13356	ko04146
OG0009222	K13356	ko04212
OG0009224	K04699	ko04630
OG0009224	K04699	ko04917
OG0009225	K04555	ko04120
OG0009225	K04555	ko04141
OG0009225	K04555	ko05012
OG0009225	K04555	ko05022
OG0009226	K18436	ko00230
OG0009226	K18436	ko01100
OG0009226	K18436	ko05032
OG0009226	K13293	ko00230
OG0009226	K13293	ko01100
OG0009226	K13293	ko04024
OG0009226	K13293	ko04928
OG0009226	K13293	ko05032
OG0009227	K04392	ko04010
OG0009227	K04392	ko04013
OG0009227	K04392	ko04014
OG0009227	K04392	ko04015
OG0009227	K04392	ko04024
OG0009227	K04392	ko04062
OG0009227	K04392	ko04071
OG0009227	K04392	ko04145
OG0009227	K04392	ko04148
OG0009227	K04392	ko04151
OG0009227	K04392	ko04310
OG0009227	K04392	ko04360
OG0009227	K04392	ko04361
OG0009227	K04392	ko04370
OG0009227	K04392	ko04380
OG0009227	K04392	ko04510
OG0009227	K04392	ko04520
OG0009227	K04392	ko04530
OG0009227	K04392	ko04613
OG0009227	K04392	ko04620
OG0009227	K04392	ko04650
OG0009227	K04392	ko04662
OG0009227	K04392	ko04664
OG0009227	K04392	ko04666
OG0009227	K04392	ko04670
OG0009227	K04392	ko04722
OG0009227	K04392	ko04810
OG0009227	K04392	ko04932
OG0009227	K04392	ko04933
OG0009227	K04392	ko04972
OG0009227	K04392	ko05014
OG0009227	K04392	ko05020
OG0009227	K04392	ko05022
OG0009227	K04392	ko05100
OG0009227	K04392	ko05120
OG0009227	K04392	ko05130
OG0009227	K04392	ko05131
OG0009227	K04392	ko05132
OG0009227	K04392	ko05135
OG0009227	K04392	ko05163
OG0009227	K04392	ko05167
OG0009227	K04392	ko05169
OG0009227	K04392	ko05170
OG0009227	K04392	ko05200
OG0009227	K04392	ko05203
OG0009227	K04392	ko05205
OG0009227	K04392	ko05208
OG0009227	K04392	ko05210
OG0009227	K04392	ko05211
OG0009227	K04392	ko05212
OG0009227	K04392	ko05231
OG0009227	K04392	ko05415
OG0009227	K04392	ko05416
OG0009227	K04392	ko05417
OG0009227	K04392	ko05418
OG0009229	K27237	ko04711
OG0009231	K05696	ko04520
OG0009231	K05696	ko04910
OG0009231	K05696	ko04931
OG0009231	K05696	ko05208
OG0009239	K00167	ko00280
OG0009239	K00167	ko00640
OG0009239	K00167	ko00785
OG0009239	K00167	ko01100
OG0009239	K00167	ko01110
OG0009239	K00167	ko01210
OG0009241	K12841	ko03040
OG0009244	K13618	ko00564
OG0009244	K13618	ko04014
OG0009249	K06275	ko04510
OG0009250	K08730	ko00564
OG0009250	K08730	ko01100
OG0009250	K08730	ko01110
OG0009252	K02541	ko03030
OG0009252	K02541	ko04110
OG0009252	K02541	ko04111
OG0009252	K02541	ko04113
OG0009253	K03691	ko00514
OG0009254	K02187	ko01524
OG0009254	K02187	ko04010
OG0009254	K02187	ko04115
OG0009254	K02187	ko04148
OG0009254	K02187	ko04210
OG0009254	K02187	ko04215
OG0009254	K02187	ko04623
OG0009254	K02187	ko04650
OG0009254	K02187	ko04657
OG0009254	K02187	ko04668
OG0009254	K02187	ko04726
OG0009254	K02187	ko04932
OG0009254	K02187	ko04933
OG0009254	K02187	ko04936
OG0009254	K02187	ko05010
OG0009254	K02187	ko05012
OG0009254	K02187	ko05014
OG0009254	K02187	ko05016
OG0009254	K02187	ko05020
OG0009254	K02187	ko05022
OG0009254	K02187	ko05120
OG0009254	K02187	ko05130
OG0009254	K02187	ko05132
OG0009254	K02187	ko05133
OG0009254	K02187	ko05134
OG0009254	K02187	ko05145
OG0009254	K02187	ko05146
OG0009254	K02187	ko05152
OG0009254	K02187	ko05160
OG0009254	K02187	ko05161
OG0009254	K02187	ko05162
OG0009254	K02187	ko05163
OG0009254	K02187	ko05164
OG0009254	K02187	ko05165
OG0009254	K02187	ko05167
OG0009254	K02187	ko05168
OG0009254	K02187	ko05169
OG0009254	K02187	ko05170
OG0009254	K02187	ko05200
OG0009254	K02187	ko05203
OG0009254	K02187	ko05205
OG0009254	K02187	ko05206
OG0009254	K02187	ko05210
OG0009254	K02187	ko05222
OG0009254	K02187	ko05416
OG0009254	K02187	ko05417
OG0009256	K23489	ko04361
OG0009257	K17797	ko04714
OG0009260	K11251	ko03082
OG0009260	K11251	ko04217
OG0009260	K11251	ko04613
OG0009260	K11251	ko05034
OG0009260	K11251	ko05322
OG0009262	K12847	ko03040
OG0009264	K08018	ko04010
OG0009264	K08018	ko04015
OG0009264	K08018	ko04530
OG0009266	K03950	ko00190
OG0009266	K03950	ko01100
OG0009266	K03950	ko04714
OG0009266	K03950	ko04723
OG0009266	K03950	ko04932
OG0009266	K03950	ko05010
OG0009266	K03950	ko05012
OG0009266	K03950	ko05014
OG0009266	K03950	ko05016
OG0009266	K03950	ko05020
OG0009266	K03950	ko05022
OG0009266	K03950	ko05208
OG0009266	K03950	ko05415
OG0009268	K04266	ko04015
OG0009268	K04266	ko04020
OG0009268	K04266	ko04024
OG0009268	K04266	ko04080
OG0009268	K04266	ko04270
OG0009268	K04266	ko05012
OG0009268	K04266	ko05034
OG0009269	K07843	ko04713
OG0009269	K07843	ko04934
OG0009270	K02684	ko03030
OG0009276	K19801	ko00562
OG0009276	K19801	ko01100
OG0009276	K19801	ko04070
OG0009280	K11140	ko00480
OG0009280	K11140	ko01100
OG0009280	K11140	ko04614
OG0009280	K11140	ko04640
OG0009280	K13719	ko04141
OG0009282	K01834	ko00010
OG0009282	K01834	ko00260
OG0009282	K01834	ko00680
OG0009282	K01834	ko01100
OG0009282	K01834	ko01110
OG0009282	K01834	ko01120
OG0009282	K01834	ko01200
OG0009282	K01834	ko01230
OG0009282	K01834	ko04922
OG0009282	K01834	ko05230
OG0009284	K00736	ko00510
OG0009284	K00736	ko00513
OG0009284	K00736	ko01100
OG0009288	K24068	ko04148
OG0009291	K00799	ko00480
OG0009291	K00799	ko00980
OG0009291	K00799	ko00982
OG0009291	K00799	ko00983
OG0009291	K00799	ko01100
OG0009291	K00799	ko01524
OG0009291	K00799	ko04212
OG0009291	K00799	ko05200
OG0009291	K00799	ko05204
OG0009291	K00799	ko05207
OG0009291	K00799	ko05208
OG0009291	K00799	ko05225
OG0009291	K00799	ko05418
OG0009292	K08155	ko04721
OG0009292	K08155	ko04726
OG0009292	K08155	ko04728
OG0009292	K08155	ko05012
OG0009292	K08155	ko05030
OG0009292	K08155	ko05031
OG0009292	K08155	ko05034
OG0009296	K02605	ko04110
OG0009296	K02605	ko04111
OG0009296	K02605	ko04113
OG0009298	K18533	ko00230
OG0009298	K18533	ko00240
OG0009298	K18533	ko01100
OG0009298	K18533	ko01110
OG0009298	K18533	ko01232
OG0009298	K18533	ko01240
OG0009300	K06634	ko03022
OG0009300	K06634	ko03420
OG0009300	K06634	ko04110
OG0009302	K00456	ko00270
OG0009302	K00456	ko00430
OG0009302	K00456	ko01100
OG0009303	K12399	ko04142
OG0009307	K08991	ko03440
OG0009307	K08991	ko03460
OG0009311	K10721	ko00981
OG0009315	K20403	ko04150
OG0009316	K25163	ko04110
OG0009317	K13984	ko04141
OG0009318	K22290	ko04979
OG0009321	K12817	ko03040
OG0009329	K01052	ko00100
OG0009329	K01052	ko04142
OG0009329	K01052	ko04148
OG0009329	K01052	ko04979
OG0009334	K00486	ko00380
OG0009334	K00486	ko01100
OG0009334	K00486	ko01240
OG0009335	K11160	ko00561
OG0009335	K11160	ko01100
OG0009335	K11160	ko04975
OG0009338	K00261	ko00220
OG0009338	K00261	ko00250
OG0009338	K00261	ko00910
OG0009338	K00261	ko01100
OG0009338	K00261	ko01120
OG0009338	K00261	ko01200
OG0009338	K00261	ko04217
OG0009338	K00261	ko04964
OG0009351	K08498	ko04130
OG0009360	K06515	ko05231
OG0009361	K07380	ko04514
OG0009362	K14298	ko03013
OG0009362	K14298	ko05014
OG0009362	K14298	ko05164
OG0009363	K00966	ko00051
OG0009363	K00966	ko00520
OG0009363	K00966	ko01100
OG0009363	K00966	ko01110
OG0009363	K00966	ko01240
OG0009363	K00966	ko01250
OG0009367	K03959	ko00190
OG0009367	K03959	ko01100
OG0009367	K03959	ko04714
OG0009367	K03959	ko04723
OG0009367	K03959	ko04932
OG0009367	K03959	ko05010
OG0009367	K03959	ko05012
OG0009367	K03959	ko05014
OG0009367	K03959	ko05016
OG0009367	K03959	ko05020
OG0009367	K03959	ko05022
OG0009367	K03959	ko05208
OG0009367	K03959	ko05415
OG0009369	K02604	ko04110
OG0009369	K02604	ko04111
OG0009369	K02604	ko04113
OG0009371	K15631	ko00790
OG0009371	K15631	ko01100
OG0009381	K04682	ko04110
OG0009381	K04682	ko04218
OG0009381	K04682	ko04350
OG0009384	K21797	ko00562
OG0009384	K21797	ko01100
OG0009384	K21797	ko04070
OG0009386	K18660	ko00061
OG0009386	K18660	ko00280
OG0009386	K18660	ko01100
OG0009386	K18660	ko01212
OG0009387	K18660	ko00061
OG0009387	K18660	ko00280
OG0009387	K18660	ko01100
OG0009387	K18660	ko01212
OG0009388	K03514	ko03018
OG0009391	K00993	ko00440
OG0009391	K00993	ko00564
OG0009391	K00993	ko00565
OG0009391	K00993	ko01100
OG0009391	K00993	ko01110
OG0009393	K06093	ko04015
OG0009393	K06093	ko04144
OG0009393	K06093	ko04360
OG0009393	K06093	ko04390
OG0009393	K06093	ko04391
OG0009393	K06093	ko04530
OG0009393	K06093	ko05165
OG0009394	K01338	ko04112
OG0009395	K06639	ko04110
OG0009395	K06639	ko04111
OG0009395	K06639	ko04113
OG0009397	K20210	ko04013
OG0009398	K01596	ko00010
OG0009398	K01596	ko00020
OG0009398	K01596	ko00620
OG0009398	K01596	ko01100
OG0009398	K01596	ko01110
OG0009398	K01596	ko01120
OG0009398	K01596	ko03320
OG0009398	K01596	ko04068
OG0009398	K01596	ko04151
OG0009398	K01596	ko04152
OG0009398	K01596	ko04910
OG0009398	K01596	ko04920
OG0009398	K01596	ko04922
OG0009398	K01596	ko04931
OG0009398	K01596	ko04964
OG0009401	K02951	ko03010
OG0009401	K02951	ko05171
OG0009408	K13806	ko04723
OG0009408	K13806	ko04745
OG0009408	K13806	ko04925
OG0009409	K04975	ko04970
OG0009409	K04975	ko04978
OG0009411	K04456	ko01521
OG0009411	K04456	ko01522
OG0009411	K04456	ko01524
OG0009411	K04456	ko04010
OG0009411	K04456	ko04012
OG0009411	K04456	ko04014
OG0009411	K04456	ko04015
OG0009411	K04456	ko04022
OG0009411	K04456	ko04024
OG0009411	K04456	ko04062
OG0009411	K04456	ko04066
OG0009411	K04456	ko04068
OG0009411	K04456	ko04071
OG0009411	K04456	ko04072
OG0009411	K04456	ko04140
OG0009411	K04456	ko04150
OG0009411	K04456	ko04151
OG0009411	K04456	ko04152
OG0009411	K04456	ko04210
OG0009411	K04456	ko04211
OG0009411	K04456	ko04212
OG0009411	K04456	ko04213
OG0009411	K04456	ko04218
OG0009411	K04456	ko04261
OG0009411	K04456	ko04370
OG0009411	K04456	ko04371
OG0009411	K04456	ko04380
OG0009411	K04456	ko04510
OG0009411	K04456	ko04550
OG0009411	K04456	ko04611
OG0009411	K04456	ko04613
OG0009411	K04456	ko04620
OG0009411	K04456	ko04625
OG0009411	K04456	ko04630
OG0009411	K04456	ko04660
OG0009411	K04456	ko04662
OG0009411	K04456	ko04664
OG0009411	K04456	ko04666
OG0009411	K04456	ko04668
OG0009411	K04456	ko04722
OG0009411	K04456	ko04725
OG0009411	K04456	ko04728
OG0009411	K04456	ko04810
OG0009411	K04456	ko04910
OG0009411	K04456	ko04914
OG0009411	K04456	ko04915
OG0009411	K04456	ko04917
OG0009411	K04456	ko04919
OG0009411	K04456	ko04920
OG0009411	K04456	ko04922
OG0009411	K04456	ko04923
OG0009411	K04456	ko04926
OG0009411	K04456	ko04929
OG0009411	K04456	ko04931
OG0009411	K04456	ko04932
OG0009411	K04456	ko04933
OG0009411	K04456	ko04935
OG0009411	K04456	ko04936
OG0009411	K04456	ko04973
OG0009411	K04456	ko05010
OG0009411	K04456	ko05017
OG0009411	K04456	ko05131
OG0009411	K04456	ko05132
OG0009411	K04456	ko05135
OG0009411	K04456	ko05142
OG0009411	K04456	ko05145
OG0009411	K04456	ko05152
OG0009411	K04456	ko05160
OG0009411	K04456	ko05161
OG0009411	K04456	ko05162
OG0009411	K04456	ko05163
OG0009411	K04456	ko05164
OG0009411	K04456	ko05165
OG0009411	K04456	ko05166
OG0009411	K04456	ko05167
OG0009411	K04456	ko05168
OG0009411	K04456	ko05169
OG0009411	K04456	ko05170
OG0009411	K04456	ko05200
OG0009411	K04456	ko05205
OG0009411	K04456	ko05207
OG0009411	K04456	ko05208
OG0009411	K04456	ko05210
OG0009411	K04456	ko05211
OG0009411	K04456	ko05212
OG0009411	K04456	ko05213
OG0009411	K04456	ko05214
OG0009411	K04456	ko05215
OG0009411	K04456	ko05218
OG0009411	K04456	ko05220
OG0009411	K04456	ko05221
OG0009411	K04456	ko05222
OG0009411	K04456	ko05223
OG0009411	K04456	ko05224
OG0009411	K04456	ko05225
OG0009411	K04456	ko05226
OG0009411	K04456	ko05230
OG0009411	K04456	ko05231
OG0009411	K04456	ko05235
OG0009411	K04456	ko05415
OG0009411	K04456	ko05417
OG0009411	K04456	ko05418
OG0009415	K07298	ko04068
OG0009415	K07298	ko04081
OG0009415	K07298	ko04140
OG0009415	K07298	ko04150
OG0009415	K07298	ko04151
OG0009415	K07298	ko04152
OG0009415	K07298	ko04211
OG0009415	K07298	ko04530
OG0009415	K07298	ko04920
OG0009417	K01196	ko00500
OG0009417	K01196	ko01100
OG0009417	K01196	ko01110
OG0009419	K00476	ko04020
OG0009419	K00476	ko04260
OG0009421	K09173	ko04111
OG0009424	K04675	ko04060
OG0009424	K04675	ko04081
OG0009424	K04675	ko04350
OG0009424	K04675	ko04550
OG0009424	K04675	ko05418
OG0009426	K08066	ko04612
OG0009426	K08066	ko05152
OG0009427	K26811	ko04148
OG0009428	K26811	ko04148
OG0009429	K18423	ko03013
OG0009429	K18423	ko05132
OG0009430	K02263	ko00190
OG0009430	K02263	ko01100
OG0009430	K02263	ko04260
OG0009430	K02263	ko04714
OG0009430	K02263	ko04932
OG0009430	K02263	ko05010
OG0009430	K02263	ko05012
OG0009430	K02263	ko05014
OG0009430	K02263	ko05016
OG0009430	K02263	ko05020
OG0009430	K02263	ko05022
OG0009430	K02263	ko05208
OG0009430	K02263	ko05415
OG0009437	K08606	ko04974
OG0009438	K08131	ko04151
OG0009438	K08131	ko04510
OG0009438	K08131	ko04512
OG0009438	K08131	ko04820
OG0009438	K08131	ko04974
OG0009438	K08131	ko05165
OG0009439	K26998	ko04820
OG0009439	K26998	ko05410
OG0009439	K26998	ko05412
OG0009439	K26998	ko05414
OG0009439	K26998	ko05416
OG0009443	K02911	ko03010
OG0009444	K06224	ko04341
OG0009445	K09113	ko04931
OG0009445	K09113	ko04932
OG0009447	K01672	ko00910
OG0009447	K01672	ko01100
OG0009448	K12871	ko03040
OG0009450	K11321	ko03082
OG0009451	K02978	ko03010
OG0009451	K02978	ko05171
OG0009452	K11140	ko00480
OG0009452	K11140	ko01100
OG0009452	K11140	ko04614
OG0009452	K11140	ko04640
OG0009454	K11517	ko00630
OG0009454	K11517	ko01100
OG0009454	K11517	ko01110
OG0009454	K11517	ko01120
OG0009454	K11517	ko01200
OG0009454	K11517	ko04146
OG0009454	K16422	ko00261
OG0009454	K16422	ko01055
OG0009454	K16422	ko01100
OG0009454	K16422	ko01110
OG0009458	K10590	ko04120
OG0009462	K04157	ko04020
OG0009462	K04157	ko04080
OG0009462	K04157	ko04540
OG0009462	K04157	ko04726
OG0009462	K04157	ko04750
OG0009463	K08496	ko04130
OG0009469	K03909	ko04610
OG0009476	K10428	ko04814
OG0009476	K10428	ko04962
OG0009476	K10428	ko05014
OG0009476	K10428	ko05016
OG0009476	K10428	ko05022
OG0009476	K10428	ko05132
OG0009481	K14459	ko00511
OG0009481	K14459	ko00513
OG0009481	K14459	ko01100
OG0009484	K18123	ko00330
OG0009484	K18123	ko00630
OG0009484	K18123	ko01100
OG0009488	K24348	ko04141
OG0009489	K04634	ko04015
OG0009489	K04634	ko04020
OG0009489	K04634	ko04022
OG0009489	K04634	ko04062
OG0009489	K04634	ko04071
OG0009489	K04634	ko04081
OG0009489	K04634	ko04261
OG0009489	K04634	ko04270
OG0009489	K04634	ko04361
OG0009489	K04634	ko04371
OG0009489	K04634	ko04540
OG0009489	K04634	ko04611
OG0009489	K04634	ko04713
OG0009489	K04634	ko04720
OG0009489	K04634	ko04723
OG0009489	K04634	ko04724
OG0009489	K04634	ko04725
OG0009489	K04634	ko04726
OG0009489	K04634	ko04728
OG0009489	K04634	ko04730
OG0009489	K04634	ko04745
OG0009489	K04634	ko04750
OG0009489	K04634	ko04911
OG0009489	K04634	ko04912
OG0009489	K04634	ko04915
OG0009489	K04634	ko04916
OG0009489	K04634	ko04918
OG0009489	K04634	ko04921
OG0009489	K04634	ko04922
OG0009489	K04634	ko04924
OG0009489	K04634	ko04925
OG0009489	K04634	ko04927
OG0009489	K04634	ko04928
OG0009489	K04634	ko04929
OG0009489	K04634	ko04934
OG0009489	K04634	ko04935
OG0009489	K04634	ko04961
OG0009489	K04634	ko04970
OG0009489	K04634	ko04971
OG0009489	K04634	ko04972
OG0009489	K04634	ko05010
OG0009489	K04634	ko05016
OG0009489	K04634	ko05017
OG0009489	K04634	ko05022
OG0009489	K04634	ko05135
OG0009489	K04634	ko05142
OG0009489	K04634	ko05143
OG0009489	K04634	ko05146
OG0009489	K04634	ko05163
OG0009489	K04634	ko05170
OG0009489	K04634	ko05200
OG0009490	K12562	ko04144
OG0009490	K12562	ko04666
OG0009491	K12198	ko04144
OG0009491	K12198	ko04217
OG0009494	K15607	ko05202
OG0009497	K01312	ko04080
