gene	KO
Pame_18099.t1	K09436
Pame_18100.t1	K00799
Pame_18101.t1	K00799
Pame_18102.t2	K01312
Pame_18103.t1	K00799
Pame_18104.t1	K00799
Pame_18105.t1	K00799
Pame_18106.t1	K01298
Pame_18107.t1	K01298
Pame_18108.t1	K01298
Pame_18109.t1	K01298
Pame_18110.t1	K01298
Pame_18111.t1	K04532
Pame_18112.t1	K04532
Pame_18113.t1	K06096
Pame_18114.t1	K12196
Pame_18115.t1	K01102
Pame_18116.t1	K11267
Pame_18118.t1	K03129
Pame_18119.t1	K00645
Pame_18120.t1	K05336
Pame_18121.t1	K05038
Pame_18122.t1	K05038
Pame_18124.t1	K10284
Pame_18125.t1	K22985
Pame_18126.t1	K12383
Pame_18129.t1	K21754
Pame_18130.t1	K21754
Pame_18131.t1	K24536
Pame_18132.t1	K17509
Pame_18138.t1	K06279
Pame_18139.t1	K25440
Pame_18140.t1	K04794
Pame_18141.t1	K24936
Pame_18142.t1	K23028
Pame_18143.t1	K23028
Pame_18144.t1	K10147
Pame_18145.t1	K05756
Pame_18146.t1	K23330
Pame_18147.t1	K24104
Pame_18148.t1	K24104
Pame_18150.t1	K04552
Pame_18151.t1	K16684
Pame_18152.t1	K13345
Pame_18153.t1	K00505
Pame_18154.t1	K12890
Pame_18155.t1	K18082
Pame_18157.t1	K11404
Pame_18158.t1	K26600
Pame_18161.t1	K26273
Pame_18162.t1	K11428
Pame_18164.t1	K10418
Pame_18165.t1	K06127
Pame_18165.t1	K03183
Pame_18166.t1	K21862
Pame_18167.t1	K11437
Pame_18168.t1	K06232
Pame_18169.t2	K18200
Pame_18170.t1	K03937
Pame_18172.t1	K06832
Pame_18173.t1	K15170
Pame_18175.t1	K14209
Pame_18177.t1	K05012
Pame_18179.t1	K18764
Pame_18180.t1	K14209
Pame_18181.t1	K14209
Pame_18184.t1	K14209
Pame_18188.t1	K05309
Pame_18189.t1	K01873
Pame_18199.t1	K06827
Pame_18205.t1	K00249
Pame_18206.t1	K00249
Pame_18207.t1	K00249
Pame_18208.t1	K00249
Pame_18209.t1	K00249
Pame_18210.t1	K08027
Pame_18211.t2	K14937
Pame_18213.t1	K14937
Pame_18214.t1	K14937
Pame_18216.t1	K19326
Pame_18220.t1	K09427
Pame_18222.t1	K12792
Pame_18223.t1	K12792
Pame_18224.t1	K08073
Pame_18225.t1	K20298
Pame_18226.t1	K11270
Pame_18227.t1	K11855
Pame_18228.t1	K21442
Pame_18229.t1	K04718
Pame_18230.t1	K02883
Pame_18231.t1	K09594
Pame_18232.t1	K00863
Pame_18235.t1	K22746
Pame_18236.t1	K12150
Pame_18237.t1	K18334
Pame_18238.t1	K24763
Pame_18239.t1	K27960
Pame_18240.t1	K12316
Pame_18240.t1	K01187
Pame_18247.t1	K10369
Pame_18248.t1	K10369
Pame_18250.t1	K06276
Pame_18251.t1	K10863
Pame_18252.t1	K23205
Pame_18256.t1	K02267
Pame_18259.t1	K04658
Pame_18260.t1	K04658
Pame_18263.t3	K19179
Pame_18263.t3	K01126
Pame_18264.t1	K05209
Pame_18265.t1	K05209
Pame_18267.t1	K05209
Pame_18268.t1	K22984
Pame_18269.t1	K22984
Pame_18271.t1	K18734
Pame_18272.t1	K09140
Pame_18274.t2	K01273
Pame_18275.t1	K14830
Pame_18278.t1	K20178
Pame_18281.t1	K08042
Pame_18282.t1	K01052
Pame_18285.t1	K11975
Pame_18286.t1	K11975
Pame_18288.t1	K14296
Pame_18289.t1	K14296
Pame_18290.t1	K26118
Pame_18291.t1	K25802
Pame_18294.t2	K25802
Pame_18295.t1	K17658
Pame_18296.t1	K09221
Pame_18299.t2	K04374
Pame_18304.t1	K08040
Pame_18305.t1	K02328
Pame_18306.t1	K08880
Pame_18307.t1	K03022
Pame_18308.t1	K10282
Pame_18309.t1	K07561
Pame_18310.t1	K01052
Pame_18312.t1	K10858
Pame_18313.t1	K14848
Pame_18315.t2	K25168
Pame_18316.t2	K00771
Pame_18317.t1	K28083
Pame_18318.t1	K15627
Pame_18319.t1	K22420
Pame_18321.t1	K00567
Pame_18324.t1	K22984
Pame_18326.t1	K17710
Pame_18327.t1	K15029
Pame_18328.t1	K15340
Pame_18329.t1	K10477
Pame_18332.t2	K03661
Pame_18333.t2	K22984
Pame_18334.t1	K14570
Pame_18338.t1	K14360
Pame_18339.t1	K01414
Pame_18340.t1	K08501
Pame_18341.t1	K00940
Pame_18343.t1	K09228
Pame_18347.t1	K00921
Pame_18349.t1	K14548
Pame_18350.t1	K19868
Pame_18351.t1	K11579
Pame_18352.t1	K24982
Pame_18353.t1	K11143
Pame_18353.t1	K16740
Pame_18354.t1	K17362
Pame_18355.t1	K17362
Pame_18356.t1	K17362
Pame_18357.t1	K17362
Pame_18358.t1	K17362
Pame_18359.t1	K17362
Pame_18361.t1	K17362
Pame_18362.t1	K11206
Pame_18363.t1	K15429
Pame_18365.t1	K00953
Pame_18366.t1	K05757
Pame_18367.t1	K05757
Pame_18368.t1	K18258
Pame_18369.t1	K20298
Pame_18370.t1	K20298
Pame_18371.t1	K17498
Pame_18372.t2	K17498
Pame_18373.t1	K06515
Pame_18374.t1	K08802
Pame_18375.t1	K15151
Pame_18377.t1	K18405
Pame_18378.t1	K15700
Pame_18379.t1	K07071
Pame_18380.t2	K12373
Pame_18382.t1	K09550
Pame_18383.t2	K03350
Pame_18384.t1	K27706
Pame_18385.t1	K03250
Pame_18386.t1	K13983
Pame_18388.t1	K21121
Pame_18389.t1	K14545
Pame_18391.t1	K14404
Pame_18393.t1	K10638
Pame_18395.t1	K27954
Pame_18397.t1	K18966
Pame_18397.t1	K01580
Pame_18398.t1	K09585
Pame_18399.t1	K06875
Pame_18400.t2	K14557
Pame_18401.t2	K10457
Pame_18403.t1	K22984
Pame_18404.t1	K22984
Pame_18405.t1	K22984
Pame_18406.t1	K18629
Pame_18407.t1	K18629
Pame_18409.t1	K13084
Pame_18411.t1	K19679
Pame_18412.t2	K09291
Pame_18413.t1	K12866
Pame_18414.t1	K23781
Pame_18415.t1	K25762
Pame_18416.t1	K24982
Pame_18417.t1	K06515
Pame_18419.t1	K16740
Pame_18420.t1	K01312
Pame_18421.t1	K01324
Pame_18422.t1	K01310
Pame_18424.t1	K01312
Pame_18425.t1	K01312
Pame_18426.t1	K08664
Pame_18427.t1	K01312
Pame_18428.t1	K01312
Pame_18429.t1	K14416
Pame_18430.t2	K12604
Pame_18439.t1	K18633
Pame_18440.t1	K01312
Pame_18443.t1	K01312
Pame_18444.t1	K01312
Pame_18445.t1	K01312
Pame_18446.t1	K22984
Pame_18447.t2	K22984
Pame_18448.t1	K22984
Pame_18449.t1	K22984
Pame_18450.t1	K22984
Pame_18451.t1	K01312
Pame_18452.t1	K01312
Pame_18471.t1	K08488
Pame_18475.t1	K24970
Pame_18476.t1	K11478
Pame_18477.t1	K15280
Pame_18480.t1	K01446
Pame_18481.t1	K09427
Pame_18482.t1	K01446
Pame_18483.t1	K24075
Pame_18483.t1	K01446
Pame_18486.t1	K01446
Pame_18489.t1	K01446
Pame_18492.t1	K01446
Pame_18492.t1	K24096
Pame_18493.t1	K01446
Pame_18493.t1	K24096
Pame_18494.t1	K01446
Pame_18499.t1	K23209
Pame_18500.t2	K01446
Pame_18501.t2	K01446
Pame_18502.t1	K01446
Pame_18503.t1	K01446
Pame_18508.t1	K06721
Pame_18516.t2	K19949
Pame_18517.t1	K19949
Pame_18519.t1	K16750
Pame_18535.t1	K06843
Pame_18545.t1	K01414
Pame_18547.t1	K01414
Pame_18549.t2	K00710
Pame_18551.t1	K03685
Pame_18556.t1	K12195
Pame_18557.t1	K07541
Pame_18558.t1	K08193
Pame_18560.t1	K16610
Pame_18561.t1	K16610
Pame_18562.t1	K17906
Pame_18563.t1	K17906
Pame_18565.t1	K10586
Pame_18566.t1	K10586
Pame_18568.t1	K08658
Pame_18568.t1	K07052
Pame_18569.t1	K10297
Pame_18570.t1	K15791
Pame_18571.t1	K14648
Pame_18575.t1	K01512
Pame_18579.t1	K14772
Pame_18584.t1	K25451
Pame_18585.t1	K22255
Pame_18591.t1	K19683
Pame_18595.t1	K09680
Pame_18596.t2	K20174
Pame_18598.t1	K20174
Pame_18599.t1	K06631
Pame_18600.t1	K06631
Pame_18602.t1	K17807
Pame_18603.t2	K23209
Pame_18605.t1	K23314
Pame_18607.t1	K23209
Pame_18611.t1	K05751
Pame_18613.t1	K10980
Pame_18614.t1	K20877
Pame_18616.t1	K06704
Pame_18617.t1	K06704
Pame_18619.t1	K17387
Pame_18621.t1	K24205
Pame_18623.t1	K01049
Pame_18627.t1	K19919
Pame_18628.t1	K02335
Pame_18629.t1	K15105
Pame_18630.t1	K15105
Pame_18641.t1	K25477
Pame_18644.t1	K02210
Pame_18645.t1	K09539
Pame_18646.t1	K19953
Pame_18649.t1	K16714
Pame_18650.t1	K04508
Pame_18652.t1	K04508
Pame_18653.t1	K12380
Pame_18654.t2	K07763
Pame_18657.t1	K07763
Pame_18658.t1	K07763
Pame_18659.t1	K07763
Pame_18660.t1	K00778
Pame_18672.t1	K00323
Pame_18672.t1	K00325
Pame_18672.t1	K00324
Pame_18674.t1	K00031
Pame_18675.t1	K08043
Pame_18676.t1	K04506
Pame_18677.t1	K04506
Pame_18680.t2	K04949
Pame_18681.t1	K04949
Pame_18683.t2	K04949
Pame_18685.t2	K20704
Pame_18686.t1	K05673
Pame_18688.t1	K10755
Pame_18691.t1	K00902
Pame_18692.t1	K18085
Pame_18693.t1	K14709
Pame_18695.t1	K19638
Pame_18696.t1	K25201
Pame_18697.t1	K25201
Pame_18698.t1	K09651
Pame_18699.t1	K24835
Pame_18703.t1	K02973
Pame_18704.t1	K23209
Pame_18705.t1	K01930
Pame_18706.t1	K14676
Pame_18706.t1	K07001
Pame_18708.t1	K14676
Pame_18709.t1	K11426
Pame_18710.t1	K09490
Pame_18711.t1	K24634
Pame_18712.t1	K20369
Pame_18713.t1	K13113
Pame_18714.t1	K00876
Pame_18715.t1	K00876
Pame_18716.t1	K23205
Pame_18717.t1	K23205
Pame_18718.t2	K20353
Pame_18719.t1	K20353
Pame_18725.t1	K26201
Pame_18728.t1	K11253
Pame_18730.t1	K15139
Pame_18731.t1	K02936
Pame_18733.t1	K02936
Pame_18734.t1	K19983
Pame_18735.t1	K08187
Pame_18736.t1	K17541
Pame_18738.t1	K10879
Pame_18742.t1	K09571
Pame_18743.t1	K24348
Pame_18744.t1	K01166
Pame_18746.t1	K07943
Pame_18747.t1	K23209
Pame_18751.t1	K11498
Pame_18755.t1	K20839
Pame_18756.t1	K20839
Pame_18768.t1	K04505
Pame_18774.t1	K11497
Pame_18775.t1	K01187
Pame_18776.t1	K01187
Pame_18777.t1	K15890
Pame_18778.t1	K13676
Pame_18780.t1	K01187
Pame_18784.t1	K04249
Pame_18786.t1	K03781
Pame_18787.t1	K23029
Pame_18788.t1	K16329
Pame_18792.t1	K16329
Pame_18796.t1	K16330
Pame_18797.t1	K24956
Pame_18798.t2	K15341
Pame_18799.t1	K06620
Pame_18800.t1	K17943
Pame_18801.t1	K17943
Pame_18802.t2	K17943
Pame_18805.t1	K14405
Pame_18806.t1	K02995
Pame_18811.t1	K02306
Pame_18812.t1	K02306
Pame_18814.t1	K02306
Pame_18815.t1	K08840
Pame_18816.t1	K11204
Pame_18817.t1	K02941
Pame_18818.t1	K02941
Pame_18819.t1	K17889
Pame_18820.t1	K04461
Pame_18821.t1	K10395
Pame_18822.t1	K18422
Pame_18823.t1	K00861
Pame_18825.t1	K26404
Pame_18827.t1	K03098
Pame_18828.t1	K15235
Pame_18829.t1	K24887
Pame_18832.t1	K10395
Pame_18838.t1	K04396
Pame_18840.t1	K01077
Pame_18841.t1	K10728
Pame_18843.t1	K05330
Pame_18844.t1	K08470
Pame_18845.t1	K16526
Pame_18846.t1	K16526
Pame_18847.t1	K03036
Pame_18850.t1	K20298
Pame_18856.t1	K02684
Pame_18857.t1	K17988
Pame_18858.t1	K17988
Pame_18859.t2	K03440
Pame_18860.t1	K07843
Pame_18861.t1	K02257
Pame_18863.t1	K00019
Pame_18864.t1	K00019
Pame_18865.t1	K00019
Pame_18866.t1	K00019
Pame_18867.t1	K00019
Pame_18869.t1	K00019
Pame_18870.t1	K00019
Pame_18871.t1	K00019
Pame_18872.t1	K00019
Pame_18873.t1	K00019
Pame_18874.t1	K00019
Pame_18875.t1	K00019
Pame_18876.t1	K09427
Pame_18884.t2	K16601
Pame_18885.t3	K01197
Pame_18887.t1	K04247
Pame_18888.t2	K04247
Pame_18889.t1	K04247
Pame_18890.t1	K04247
Pame_18891.t1	K04247
Pame_18893.t1	K22984
Pame_18894.t1	K22984
Pame_18895.t1	K22984
Pame_18896.t4	K22984
Pame_18897.t1	K22984
Pame_18898.t1	K22984
Pame_18899.t1	K22984
Pame_18900.t1	K22984
Pame_18901.t1	K22984
Pame_18902.t1	K22984
Pame_18903.t1	K22984
Pame_18904.t1	K22984
Pame_18905.t1	K22984
Pame_18906.t1	K22984
Pame_18907.t1	K22984
Pame_18908.t1	K22984
Pame_18909.t1	K22984
Pame_18910.t1	K22984
Pame_18911.t1	K22984
Pame_18912.t1	K22984
Pame_18913.t1	K22984
Pame_18914.t1	K22984
Pame_18915.t1	K22984
Pame_18916.t1	K22984
Pame_18917.t1	K22984
Pame_18918.t1	K22984
Pame_18919.t1	K22984
Pame_18920.t1	K22984
Pame_18921.t1	K22984
Pame_18922.t1	K22984
Pame_18923.t1	K22984
Pame_18924.t1	K22984
Pame_18925.t1	K22984
Pame_18926.t1	K22984
Pame_18927.t1	K22984
Pame_18928.t1	K22984
Pame_18929.t1	K22984
Pame_18930.t1	K22984
Pame_18931.t1	K22984
Pame_18932.t1	K22984
Pame_18933.t1	K22984
Pame_18934.t1	K22984
Pame_18935.t1	K22984
Pame_18936.t1	K22984
Pame_18937.t2	K22984
Pame_18938.t1	K22984
Pame_18939.t1	K22984
Pame_18940.t2	K22984
Pame_18941.t1	K22984
Pame_18942.t1	K22984
Pame_18943.t1	K22984
Pame_18944.t1	K22984
Pame_18945.t1	K22984
Pame_18946.t1	K22984
Pame_18947.t1	K22984
Pame_18948.t1	K22984
Pame_18949.t1	K22984
Pame_18950.t1	K22984
Pame_18951.t1	K22984
Pame_18953.t1	K22984
Pame_18954.t1	K22984
Pame_18955.t1	K22984
Pame_18956.t1	K22984
Pame_18957.t1	K22984
Pame_18958.t1	K22984
Pame_18959.t1	K22984
Pame_18960.t1	K22984
Pame_18961.t1	K22984
Pame_18962.t1	K22984
Pame_18963.t1	K22984
Pame_18964.t1	K22984
Pame_18965.t1	K22984
Pame_18966.t1	K22984
Pame_18967.t1	K22984
Pame_18968.t1	K22984
Pame_18970.t1	K22984
Pame_18971.t1	K22984
Pame_18972.t2	K22984
Pame_18973.t1	K22984
Pame_18974.t1	K22984
Pame_18975.t1	K22984
Pame_18976.t1	K22984
Pame_18977.t1	K22984
Pame_18978.t1	K22984
Pame_18979.t1	K22984
Pame_18980.t1	K22984
Pame_18981.t1	K22984
Pame_18982.t1	K22984
Pame_18983.t1	K22984
Pame_18984.t1	K22984
Pame_18985.t1	K22984
Pame_18986.t2	K22984
Pame_18987.t2	K22984
Pame_18988.t1	K22984
Pame_18989.t1	K22984
Pame_18990.t1	K22984
Pame_18991.t1	K22984
Pame_18992.t1	K22984
Pame_18993.t1	K22984
Pame_18994.t1	K22984
Pame_18995.t1	K22984
Pame_18996.t1	K22984
Pame_18997.t1	K22984
Pame_18998.t1	K22984
Pame_18999.t1	K22984
Pame_19000.t2	K22984
Pame_19001.t1	K22984
Pame_19002.t1	K22984
Pame_19003.t1	K22984
Pame_19004.t1	K22984
Pame_19005.t1	K22984
Pame_19006.t1	K22984
Pame_19007.t1	K22984
Pame_19008.t1	K14165
Pame_19009.t1	K14165
Pame_19010.t1	K08817
Pame_19011.t1	K22872
Pame_19015.t1	K11366
Pame_19016.t1	K12323
Pame_19017.t1	K12323
Pame_19018.t1	K12323
Pame_19020.t1	K01769
Pame_19021.t1	K14325
Pame_19024.t1	K10747
Pame_19025.t1	K12301
Pame_19025.t1	K08193
Pame_19026.t1	K20298
Pame_19027.t1	K01052
Pame_19028.t1	K01052
Pame_19029.t1	K01052
Pame_19033.t1	K09228
Pame_19035.t1	K09228
Pame_19036.t1	K02677
Pame_19037.t1	K02677
Pame_19038.t1	K02677
Pame_19039.t1	K02677
Pame_19040.t1	K02677
Pame_19041.t1	K10427
Pame_19042.t1	K17935
Pame_19043.t1	K02866
Pame_19044.t3	K25192
Pame_19045.t1	K15149
Pame_19046.t1	K25304
Pame_19047.t1	K24272
Pame_19050.t1	K26608
Pame_19051.t1	K09427
Pame_19053.t1	K15369
Pame_19054.t1	K15369
Pame_19055.t2	K27896
Pame_19059.t1	K26203
Pame_19063.t1	K03595
Pame_19067.t1	K06678
Pame_19071.t1	K21844
Pame_19072.t2	K25639
Pame_19073.t1	K11351
Pame_19074.t1	K26797
Pame_19076.t1	K01539
Pame_19077.t1	K09427
Pame_19080.t1	K13443
Pame_19081.t1	K13443
Pame_19082.t1	K13443
Pame_19083.t1	K13443
Pame_19084.t1	K13443
Pame_19085.t1	K13443
Pame_19086.t1	K01369
Pame_19087.t1	K15360
Pame_19088.t2	K25768
Pame_19089.t1	K16602
Pame_19091.t1	K26499
Pame_19092.t1	K03521
Pame_19093.t1	K19375
Pame_19094.t1	K03016
Pame_19095.t1	K18993
Pame_19096.t1	K23804
Pame_19097.t1	K20298
Pame_19098.t1	K01052
Pame_19099.t1	K26094
Pame_19100.t1	K10461
Pame_19101.t1	K05901
Pame_19102.t1	K27921
Pame_19103.t1	K20298
Pame_19104.t1	K17403
Pame_19104.t1	K23222
Pame_19120.t1	K06774
Pame_19121.t1	K23728
Pame_19122.t1	K24839
Pame_19123.t1	K20072
Pame_19124.t1	K13174
Pame_19125.t1	K11851
Pame_19126.t1	K04794
Pame_19127.t1	K12603
Pame_19128.t1	K12603
Pame_19129.t1	K02863
Pame_19130.t1	K16500
Pame_19131.t2	K16500
Pame_19132.t1	K06537
Pame_19133.t1	K24997
Pame_19135.t1	K00486
Pame_19136.t1	K11160
Pame_19138.t1	K10358
Pame_19139.t2	K10358
Pame_19140.t1	K19176
Pame_19143.t1	K19176
Pame_19150.t1	K22403
Pame_19151.t1	K00261
Pame_19154.t1	K10478
Pame_19160.t1	K17543
Pame_19162.t1	K01052
Pame_19163.t1	K01052
Pame_19164.t1	K20298
Pame_19166.t1	K09228
Pame_19167.t1	K08193
Pame_19168.t2	K09540
Pame_19170.t1	K00264
Pame_19170.t1	K00266
Pame_19171.t1	K00264
Pame_19172.t1	K18754
Pame_19172.t1	K03704
Pame_19174.t1	K24501
Pame_19179.t1	K02605
Pame_19181.t1	K10172
Pame_19182.t1	K01362
Pame_19183.t1	K26125
Pame_19184.t2	K16932
Pame_19185.t1	K18750
Pame_19188.t1	K16932
Pame_19189.t3	K18750
Pame_19191.t1	K16932
Pame_19192.t1	K06867
Pame_19193.t1	K06867
Pame_19194.t1	K06867
Pame_19195.t1	K06867
Pame_19199.t1	K04615
Pame_19202.t1	K04984
Pame_19208.t1	K27896
Pame_19209.t2	K05702
Pame_19210.t1	K05702
Pame_19213.t1	K26241
Pame_19214.t1	K12199
Pame_19215.t1	K03021
Pame_19216.t1	K04511
Pame_19217.t1	K04511
Pame_19219.t4	K13171
Pame_19220.t1	K20394
Pame_19222.t1	K01866
Pame_19223.t1	K13523
Pame_19225.t1	K16600
Pame_19226.t1	K23317
Pame_19227.t1	K02987
Pame_19228.t1	K19476
Pame_19229.t1	K17989
Pame_19230.t1	K24645
Pame_19232.t1	K23965
Pame_19237.t1	K22422
Pame_19241.t3	K06491
Pame_19242.t1	K06269
Pame_19244.t1	K13026
Pame_19245.t1	K10158
Pame_19245.t1	K02966
Pame_19246.t1	K19199
Pame_19248.t3	K19199
Pame_19249.t1	K07918
Pame_19250.t1	K16462
Pame_19251.t1	K12259
Pame_19255.t1	K13118
Pame_19262.t1	K03351
Pame_19263.t1	K03351
Pame_19271.t1	K10866
Pame_19273.t1	K15502
Pame_19273.t1	K10336
Pame_19273.t1	K02580
Pame_19273.t1	K17512
Pame_19273.t1	K16726
Pame_19273.t1	K17458
Pame_19273.t1	K21414
Pame_19273.t1	K14214
Pame_19273.t1	K27356
Pame_19273.t1	K06648
Pame_19279.t1	K09488
Pame_19280.t1	K11140
Pame_19281.t1	K22376
Pame_19282.t1	K00357
Pame_19283.t1	K11140
Pame_19285.t1	K11140
Pame_19287.t1	K14972
Pame_19288.t1	K23219
Pame_19289.t1	K24047
Pame_19290.t1	K21414
Pame_19294.t1	K10997
Pame_19295.t1	K10997
Pame_19296.t1	K06168
Pame_19297.t1	K21435
Pame_19298.t1	K05313
Pame_19299.t1	K11165
Pame_19300.t3	K05313
Pame_19302.t3	K09228
Pame_19303.t1	K09640
Pame_19304.t1	K09640
Pame_19305.t1	K09640
Pame_19306.t1	K09640
Pame_19307.t1	K09640
Pame_19308.t1	K09640
Pame_19309.t1	K09640
Pame_19310.t1	K09640
Pame_19311.t1	K09640
Pame_19312.t1	K09640
Pame_19314.t1	K09640
Pame_19315.t1	K09640
Pame_19316.t1	K09640
Pame_19317.t1	K03781
Pame_19318.t1	K03781
Pame_19319.t1	K03781
Pame_19320.t1	K03781
Pame_19321.t1	K03781
Pame_19322.t1	K03781
Pame_19323.t1	K03781
Pame_19324.t1	K03781
Pame_19325.t1	K03781
Pame_19326.t1	K00787
Pame_19327.t1	K00787
Pame_19328.t1	K00787
Pame_19329.t1	K00787
Pame_19330.t1	K00787
Pame_19331.t1	K00787
Pame_19332.t1	K16605
Pame_19333.t1	K00787
Pame_19334.t1	K15177
Pame_19335.t1	K16196
Pame_19336.t1	K16196
Pame_19337.t1	K20298
Pame_19338.t1	K16196
Pame_19339.t2	K13254
Pame_19341.t1	K01187
Pame_19342.t1	K06519
Pame_19343.t1	K24971
Pame_19343.t1	K01187
Pame_19346.t1	K13278
Pame_19347.t1	K01301
Pame_19348.t1	K17653
Pame_19349.t1	K16755
Pame_19350.t1	K23166
Pame_19351.t1	K19328
Pame_19352.t1	K00002
Pame_19353.t1	K00002
Pame_19354.t1	K00002
Pame_19355.t1	K00002
Pame_19356.t1	K00002
Pame_19357.t1	K00002
Pame_19358.t1	K00002
Pame_19359.t1	K23205
Pame_19360.t2	K21848
Pame_19361.t1	K08816
Pame_19365.t1	K09427
Pame_19368.t1	K06126
Pame_19369.t1	K04984
Pame_19370.t1	K06126
Pame_19371.t1	K16772
Pame_19372.t1	K16772
Pame_19374.t1	K09640
Pame_19375.t1	K20673
Pame_19377.t1	K14937
Pame_19378.t1	K14937
Pame_19379.t1	K09640
Pame_19382.t1	K25059
Pame_19383.t1	K00079
Pame_19384.t1	K00079
Pame_19385.t1	K06704
Pame_19386.t1	K17491
Pame_19387.t1	K25395
Pame_19388.t1	K03858
Pame_19391.t1	K05701
Pame_19392.t1	K09431
Pame_19394.t1	K09431
Pame_19396.t1	K05273
Pame_19397.t1	K08145
Pame_19398.t1	K08145
Pame_19399.t1	K08145
Pame_19400.t1	K22388
Pame_19401.t1	K22388
Pame_19402.t1	K14402
Pame_19403.t1	K13348
Pame_19404.t1	K28032
Pame_19407.t1	K10998
Pame_19408.t1	K12625
Pame_19415.t1	K13701
Pame_19417.t1	K15040
Pame_19418.t1	K14258
Pame_19420.t1	K23205
Pame_19423.t1	K12350
Pame_19424.t1	K12350
Pame_19425.t1	K17662
Pame_19428.t1	K17353
Pame_19429.t1	K15156
Pame_19430.t2	K18201
Pame_19430.t2	K00787
Pame_19431.t1	K00787
Pame_19432.t1	K00787
Pame_19433.t1	K00787
Pame_19434.t1	K00787
Pame_19435.t1	K24429
Pame_19440.t1	K23222
Pame_19441.t1	K17543
Pame_19444.t1	K01052
Pame_19445.t1	K01052
Pame_19447.t1	K23847
Pame_19447.t1	K19932
Pame_19450.t1	K08827
Pame_19452.t1	K16513
Pame_19453.t1	K16513
Pame_19454.t1	K21988
Pame_19455.t1	K00344
Pame_19456.t1	K05635
Pame_19457.t1	K08498
Pame_19458.t1	K03833
Pame_19459.t1	K24746
Pame_19460.t1	K24746
Pame_19463.t1	K06867
Pame_19464.t1	K20032
Pame_19468.t1	K06694
Pame_19468.t1	K06867
Pame_19472.t1	K14381
Pame_19473.t1	K14381
Pame_19474.t1	K14381
Pame_19476.t1	K18200
Pame_19477.t1	K09260
Pame_19478.t1	K24154
Pame_19479.t1	K00777
Pame_19479.t1	K00773
Pame_19479.t1	K26405
Pame_19480.t1	K01052
Pame_19484.t3	K01052
Pame_19485.t1	K01052
Pame_19486.t1	K01052
Pame_19490.t1	K23041
Pame_19491.t1	K03781
Pame_19493.t2	K20317
Pame_19494.t1	K20823
Pame_19495.t1	K06636
Pame_19496.t1	K09228
Pame_19497.t1	K20298
Pame_19498.t1	K06867
Pame_19501.t1	K20133
Pame_19502.t1	K12183
Pame_19504.t1	K14209
Pame_19506.t1	K12160
Pame_19513.t1	K04984
Pame_19514.t1	K14206
Pame_19515.t1	K14206
Pame_19516.t1	K24799
Pame_19517.t1	K23994
Pame_19519.t1	K07378
Pame_19521.t1	K22909
Pame_19524.t1	K08385
Pame_19525.t1	K08187
Pame_19526.t1	K09122
Pame_19530.t1	K06867
Pame_19531.t1	K12757
Pame_19532.t1	K04599
Pame_19537.t1	K20298
Pame_19540.t1	K06642
Pame_19541.t1	K06642
Pame_19542.t1	K06642
Pame_19543.t1	K06642
Pame_19547.t1	K00699
Pame_19549.t1	K20298
Pame_19554.t1	K04506
Pame_19557.t1	K04373
Pame_19558.t1	K04373
Pame_19559.t1	K11875
Pame_19560.t1	K08202
Pame_19561.t1	K09228
Pame_19564.t1	K04169
Pame_19566.t1	K08471
Pame_19567.t1	K04984
Pame_19568.t1	K04984
Pame_19569.t1	K04984
Pame_19570.t1	K00010
Pame_19571.t1	K04984
Pame_19572.t2	K02633
Pame_19573.t1	K14388
Pame_19573.t1	K03307
Pame_19574.t3	K14388
Pame_19576.t1	K05313
Pame_19577.t1	K05313
Pame_19578.t1	K05313
Pame_19579.t1	K22037
Pame_19580.t1	K05940
Pame_19581.t1	K25164
Pame_19582.t1	K11096
Pame_19583.t1	K01063
Pame_19584.t1	K01063
Pame_19585.t1	K01044
Pame_19586.t1	K01044
Pame_19588.t1	K01063
Pame_19589.t1	K01063
Pame_19590.t1	K01063
Pame_19591.t2	K03927
Pame_19591.t2	K01044
Pame_19591.t2	K01063
Pame_19592.t1	K01063
Pame_19593.t1	K01063
Pame_19594.t1	K01063
Pame_19595.t1	K01063
Pame_19596.t1	K01063
Pame_19597.t1	K01063
Pame_19598.t1	K06184
Pame_19598.t1	K06158
Pame_19599.t1	K04431
Pame_19609.t1	K11592
Pame_19610.t1	K25791
Pame_19611.t1	K05768
Pame_19612.t1	K05768
Pame_19613.t1	K11996
Pame_19613.t1	K21029
Pame_19614.t1	K00965
Pame_19615.t1	K02730
Pame_19616.t1	K01063
Pame_19617.t1	K01063
Pame_19618.t1	K09329
Pame_19619.t1	K01052
Pame_19623.t1	K01063
Pame_19624.t1	K01063
Pame_19625.t1	K14819
Pame_19634.t1	K19366
Pame_19635.t1	K04526
Pame_19636.t1	K04526
Pame_19637.t1	K04526
Pame_19638.t1	K04526
Pame_19639.t1	K17780
Pame_19641.t1	K04644
Pame_19642.t1	K23424
Pame_19643.t1	K06460
Pame_19647.t1	K12948
Pame_19648.t1	K12656
Pame_19649.t1	K18083
Pame_19650.t1	K08675
Pame_19651.t1	K24527
Pame_19652.t1	K05313
Pame_19653.t1	K05313
Pame_19654.t2	K05313
Pame_19655.t1	K05313
Pame_19656.t1	K03781
Pame_19657.t1	K01697
Pame_19659.t1	K11789
Pame_19660.t1	K14847
Pame_19661.t1	K17817
